offset_right,time_offsets,logdir,algorithm,learning_rate,steps,temperature,num_hidden_units,offset_left,output_dimension,max_iterations,batch_size
offset_right,time_offsets,logdir,algorithm,learning_rate,steps,temperature,num_hidden_units,offset_left,output_dimension,max_iterations,batch_size,animal,seed,repeat,all,train,valid,test,knn,valid_total_r2,valid_position_error,valid_position_r2,test_total_r2,test_position_error,test_position_r2,all_run_consistency,train_run_consistency,valid_run_consistency,test_run_consistency
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,2,0,2,[0.86030548 0.64467809 0.68106453],[0.80869943 0.53790273 0.63691984],[0.79714651 0.45911121 0.73916005],[0.79135625 0.54279244 0.74484953],25,-0.07569020306560621,0.22013385593891144,0.502100751490647,0.11801553188254917,0.2212056815624237,0.5030449436843218,"[0.6119683085741228, 0.8988938984256817, 0.8938433201369865, 0.8787522999482302, 0.8977609537118149, 0.8804303372854138, 0.8760545953004177, 0.8492194807655246, 0.8958448007824155]","[0.6274360181902824, 0.8987126218376674, 0.8935783004577958, 0.876924561865786, 0.8969327472856526, 0.8791619090389583, 0.8740904391281518, 0.8607173247113362, 0.8930932641628576]","[0.6425960326966297, 0.8892156789225307, 0.8798087109929176, 0.86347154678131, 0.8860329795796799, 0.867938932645668, 0.868431068816642, 0.8280363526292884, 0.8846424362899059]","[0.6549427535501763, 0.8889141003787477, 0.8869114600765649, 0.8759848375898921, 0.8943194758419265, 0.8689587050673279, 0.8690671536110065, 0.7997866428276073, 0.8922592248124186]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,3,0,2,[0.91848143 0.66692166 0.82594933],[0.89661317 0.59840218 0.76206904],[0.88087617 0.42118836 0.853093  ],[0.81658984 0.56851945 0.82488348],25,0.5880142945283603,0.07166944444179535,0.7208185749933551,0.8475790340280538,0.07290522754192352,0.9298951782084325,"[0.9239834546166957, 0.9278428216379884, 0.9203879440778797, 0.9019299491463483, 0.9290424436402972, 0.9237620273915207, 0.9358052788640076, 0.9304993025699851, 0.92959134893024]","[0.9239892490800741, 0.9256468102285873, 0.9154752243172585, 0.8971578839122586, 0.9264140689575041, 0.9192804990598891, 0.9333329354742244, 0.9267494525032354, 0.9286520770205947]","[0.9224617509082599, 0.9381788740798894, 0.9428000407934092, 0.9264411046189274, 0.9328598192573955, 0.9415862055709668, 0.9403711343045366, 0.9351194558876661, 0.9185747371154996]","[0.9275607800125889, 0.9293375083323522, 0.9329724470092294, 0.9099680104017557, 0.925480472547814, 0.9290919607202577, 0.9374585025083345, 0.9401783380194816, 0.9201228072680334]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,0,0,0,[0.6667198  0.65854445 0.86820589],[0.59286959 0.77067371 0.87663786],[0.38795461 0.58694677 0.77498676],[0.5874134  0.47616847 0.72347787],25,0.8725895280419108,0.054948389530181885,0.9632085042503064,0.7904673790827504,0.05070161819458008,0.9586132125762468,"[0.9573891864890786, 0.9510687715315269, 0.9549034485891946, 0.9629594311813197, 0.969302255989655, 0.9700137583208573, 0.9544112205112508, 0.940641816891317, 0.9720947533278382]","[0.9747790987505969, 0.9673512096773563, 0.9702033996196104, 0.9722890958950829, 0.9682059045034027, 0.9741306185170293, 0.9701504842128722, 0.9405599284529128, 0.9716735932646569]","[0.9787935488921944, 0.9759105157417006, 0.9792367969105541, 0.9800154524035328, 0.9701082904433403, 0.9728216920501608, 0.9773675398426169, 0.9607308577693804, 0.9770769414385775]","[0.9354706944483334, 0.921280613913582, 0.9220004699272332, 0.941916704659315, 0.9724524552973524, 0.9590789695556122, 0.9240087883550067, 0.9409145259465325, 0.972116766852482]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,1,0,0,[0.83744899 0.70840201 0.68959863],[0.76978661 0.72138925 0.61251076],[0.6614129  0.4899866  0.47112314],[0.6863196  0.40385201 0.5621542 ],25,0.03192731599436697,0.15796613693237305,0.6033771083725163,-0.002545652349710048,0.14054447412490845,0.5818314981851803,"[0.8956070627425903, 0.8515225567049073, 0.9142078622338458, 0.906344172494705, 0.8270996698158868, 0.8130427859486687, 0.8150382623245159, 0.8220624646019689, 0.8182551729044079]","[0.8966580452606334, 0.8368751004354631, 0.9226415715447022, 0.913296671401664, 0.8994735105251147, 0.8864949045280334, 0.8820682125361511, 0.8826088039183159, 0.8740895598692943]","[0.9272093474952423, 0.8972639145058318, 0.8794308137167229, 0.8987483597036116, 0.7831133793605707, 0.7354044908151094, 0.750419507435752, 0.7995649511535964, 0.7470812877286672]","[0.8847112266573215, 0.8622489800320784, 0.9155778946271713, 0.8954706884393601, 0.7339536284826798, 0.702314427471111, 0.6960583263760182, 0.7325878660239393, 0.7678202617161606]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,2,0,0,[0.87902589 0.71086521 0.80075905],[0.89172644 0.64743887 0.86163582],[0.72860549 0.3459732  0.65282918],[0.68865222 0.46502932 0.61225191],25,0.04703732154460338,0.2996633052825928,0.3450569031898175,-0.25785533418946344,0.24545258283615112,0.38392566172742504,"[0.8927467513012964, 0.88623356637938, 0.884570620195075, 0.8950185680354409, 0.8329589551579039, 0.817982753248848, 0.5758072600861739, 0.8747675463096739, 0.8844444559985947]","[0.8899181432283719, 0.8830764684821698, 0.8748668720086138, 0.8943586196301617, 0.835492224244751, 0.7969342604291217, 0.6051778023709692, 0.8635263003897807, 0.8857518984381452]","[0.878560500526859, 0.8777027179379536, 0.8727332293827281, 0.8849114287501713, 0.8063813807155409, 0.8357638793816973, 0.6434508606504772, 0.8494780858181342, 0.8732993174112057]","[0.8780561920836106, 0.8597944656464508, 0.8610583738370411, 0.8755009980225358, 0.7968667993672742, 0.8170621687086324, 0.5008953382664366, 0.8583489653160904, 0.8553835048712145]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,3,0,0,[0.91863358 0.65897501 0.74490332],[0.90300531 0.61315747 0.8276231 ],[0.84028398 0.37420233 0.7280983 ],[0.77280885 0.50137645 0.43470663],4,0.24217606164608707,0.1188478022813797,0.4981211342964055,0.31545963079172884,0.14164850115776062,0.5932868840063676,"[0.9217321434479965, 0.9284676669380115, 0.9303548943862424, 0.9238569738015027, 0.9322308809487719, 0.911569916809829, 0.9284576535220127, 0.9219709405614683, 0.9302694341119732]","[0.9186207012039888, 0.9287337495986412, 0.9294063443722611, 0.9230921629195192, 0.9319761690645724, 0.9121846010930067, 0.9266343378919344, 0.9218482506438711, 0.9277924517015831]","[0.9149017954356317, 0.9261220641210727, 0.9155029521799612, 0.9155166171755885, 0.9183166059072722, 0.9032242838291329, 0.9324350406184593, 0.9233022644350215, 0.9231963068180149]","[0.923117104278456, 0.9240476410877619, 0.9306313839092244, 0.9267485140195673, 0.9386400089934696, 0.9091061725303281, 0.9204275437315271, 0.9118832547474529, 0.9377842288239951]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,0,2,1,[0.84087895 0.80955257 0.9164874 ],[0.8434391  0.79325132 0.90094169],[0.46213062 0.71244072 0.86013058],[0.70353996 0.80764293 0.84095213],25,0.6625765036131812,0.0783872902393341,0.9099460711600192,0.7562134368554166,0.042896389961242676,0.9793315669226426,"[0.9713932763116624, 0.9635414491901716, 0.9653349699921553, 0.968134730835449, 0.9540119760945581, 0.9657227367988579, 0.9676023475950112, 0.9652774869317434, 0.9621768655546524]","[0.9699465315024672, 0.9620328475251192, 0.961462651133503, 0.9676848933761898, 0.9472162624651794, 0.9654653787801433, 0.9635674205424677, 0.9613149554148702, 0.9648910628416552]","[0.9766862003579232, 0.9695809249771054, 0.9828641137553182, 0.9748082785035358, 0.963586479582068, 0.9696947758440188, 0.9719736021132633, 0.9664065274059271, 0.9622542828531172]","[0.9777818337668683, 0.9736834147877976, 0.97541214853926, 0.9776726657254554, 0.9733147357595441, 0.9716478869853445, 0.9846145187680793, 0.9831902073053419, 0.9751040261071395]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,1,2,1,[0.73210386 0.74071698 0.8073501 ],[0.78150832 0.74297071 0.84468806],[0.39317707 0.52359822 0.57139545],[0.60045547 0.69606245 0.71487188],16,0.15137366320414802,0.15400421619415283,0.5411242674365326,0.2837342783055425,0.13930672407150269,0.645909789808521,"[0.91997107911393, 0.7673856621204201, 0.5645933198199868, 0.5397616264680785, 0.785369930495949, 0.9214884847779294, 0.8856873140527872, 0.8201965624355331, 0.9333452740049691]","[0.9137050423649761, 0.7672644728381842, 0.602967527001383, 0.5738349945052644, 0.778585954011419, 0.9215730524975895, 0.8759102425572854, 0.8022117695476935, 0.9282540504952581]","[0.9097001762289856, 0.821098122720842, 0.5474576538409925, 0.531235307859401, 0.8539316770035269, 0.8911056510010686, 0.8930610841601978, 0.8769695810113626, 0.9257636353710712]","[0.9435408737476604, 0.8462685122891221, 0.5666963799869619, 0.5107968824045793, 0.8863418262743105, 0.9331101212193373, 0.9182686314434273, 0.9101892946273832, 0.9525025859736879]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,2,2,1,[0.72433674 0.82777831 0.85073032],[0.732545   0.78933037 0.83713179],[0.6662528  0.42976047 0.79233808],[0.7066057  0.73337812 0.80150133],25,0.08587935600919061,0.19191455841064453,0.554018803052929,-0.0010380076720224451,0.20377898216247559,0.510420093534677,"[0.8895817009608532, 0.8869300122291152, 0.5393332863655593, 0.883803356826404, 0.8929574635909807, 0.8948116258137023, 0.8912899154203324, 0.8763007333268259, 0.6611177743163462]","[0.886311353015291, 0.8798416611705484, 0.5214257464165372, 0.8822722246974993, 0.8892575163152024, 0.8919371896924962, 0.8890349453028613, 0.8732477241004158, 0.6683383023582153]","[0.8894217946214154, 0.9039457596619908, 0.6242223637875896, 0.8822977008262266, 0.8978090269693845, 0.8889699328367229, 0.8945581829412812, 0.8799976679431155, 0.6148364956834284]","[0.8929377299730709, 0.9057539823915738, 0.5936047946345152, 0.8849261459798857, 0.9048684140599871, 0.8948709379588644, 0.893567373754424, 0.875122472178532, 0.6321293283984377]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,3,2,1,[0.82419951 0.83078412 0.82963872],[0.79551195 0.82363292 0.80343035],[0.72623662 0.44007727 0.75905097],[0.7556991  0.73105434 0.85890611],25,0.32716008916038886,0.11610501259565353,0.6536646442647118,0.36428350245916413,0.0832214429974556,0.6918088344269129,"[0.92622977492241, 0.88228491633371, 0.9264710330320086, 0.9237967187181152, 0.9307123479551498, 0.9251531743740169, 0.9281147212972689, 0.9293414048836236, 0.9168261625435467]","[0.9295407596013726, 0.8751140511871873, 0.9277922186987274, 0.9247197404373356, 0.9335264987610605, 0.9281492983045835, 0.9283547817636145, 0.9321197708560894, 0.9132756811815862]","[0.9295883101070919, 0.9155258622299285, 0.9258344930006194, 0.9301839425066518, 0.9317566768920154, 0.925164312223747, 0.9328023329398826, 0.9339511758276805, 0.9272420959025345]","[0.9119877254816579, 0.8845478124304603, 0.920777053445207, 0.9159754760651095, 0.9186172069474754, 0.9156235111748406, 0.9212711551522367, 0.9158392067952116, 0.9143011425429027]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,0,3,1,[0.58798079 0.74494792 0.91215434],[0.62426554 0.7267469  0.89889593],[0.34015305 0.7733101  0.84777589],[0.44890798 0.80130164 0.81834149],25,0.771571776276032,0.06806409358978271,0.9263408196231825,0.7092197311579332,0.0564303994178772,0.9553544981523319,"[0.9674680591501424, 0.9670176490507773, 0.9653476986392974, 0.979045499023847, 0.9465227990456423, 0.9662287234071578, 0.9628492031862249, 0.9541695938834316, 0.960040118528886]","[0.9644195035666642, 0.9644610653050861, 0.9615528973885725, 0.9765476044234638, 0.9385584613562606, 0.9628136466032812, 0.9619104137896274, 0.9504780372666972, 0.9549968083473237]","[0.9746982415876427, 0.974518867269954, 0.9834772501392691, 0.9819698522164976, 0.9541042584311912, 0.9738620696302348, 0.9639580379318832, 0.9601285521938485, 0.9583895656083147]","[0.9760526718395671, 0.9760079445497322, 0.9743642200521417, 0.9847547408984495, 0.9720927642784938, 0.9752036471387281, 0.9720063225463749, 0.9670851167354262, 0.9829220997417636]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,1,3,1,[0.80477716 0.78252849 0.83028135],[0.82150037 0.7555014  0.86256445],[0.50883758 0.56867408 0.63622673],[0.67161105 0.72458434 0.71358816],25,0.1484892499658765,0.1502840518951416,0.5532372295263546,0.22237167129713797,0.1224704384803772,0.8184987457733437,"[0.553793364310096, 0.595043606316141, 0.5581031491505123, 0.9085422832296608, 0.5734961944990243, 0.5539208281929997, 0.5218302354294493, 0.5777221677342818, 0.5706227287825004]","[0.5852904532908055, 0.6243396052377227, 0.5976049288812462, 0.9212820646249044, 0.6162724496602449, 0.5985581180991572, 0.5573906857029968, 0.6003553236976314, 0.6107775333644329]","[0.4910391545989003, 0.5625766118879957, 0.4741820183671997, 0.8551214990863798, 0.48430229780503825, 0.4793687067097758, 0.5056121717466335, 0.6197485647654891, 0.5358108246119425]","[0.5048173549387279, 0.5994482258379245, 0.5212276544244392, 0.9004826464249449, 0.550222372106539, 0.5158819533148601, 0.4863111803519338, 0.5616772832943656, 0.514350098452391]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,2,3,1,[0.82180119 0.59157162 0.84586093],[0.7931456  0.53708176 0.82857284],[0.72087594 0.40844553 0.80249152],[0.80188148 0.43702924 0.77286428],25,0.11344426201932238,0.16522571444511414,0.647029697020651,0.005854929326741957,0.18696489930152893,0.5770344226070041,"[0.5115366759682503, 0.5270466850075889, 0.49485567733846647, 0.4242431647933966, 0.512154608077205, 0.4755765186726382, 0.5139872135945099, 0.4692250923512076, 0.6370630601574989]","[0.5145718594111567, 0.5082403059738924, 0.4770891268852424, 0.4113067185972598, 0.4979042729952763, 0.4775119553794913, 0.5008418740461292, 0.4655309664446077, 0.6175901306867583]","[0.5242599460993657, 0.6094050826334907, 0.5946260157856993, 0.5694662155153206, 0.5950712580217401, 0.5132177942993713, 0.6090396380235438, 0.5142595167591553, 0.7240134717106145]","[0.53436814455594, 0.6263065853309931, 0.6060961491151303, 0.5477638439286681, 0.5960733964825421, 0.48363341764929085, 0.5931127609777234, 0.5274983484682698, 0.7521793142977496]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,3,3,1,[0.9196357  0.60184507 0.8185233 ],[0.87862055 0.57244275 0.79057516],[0.80219162 0.38144943 0.79864424],[0.86936858 0.49826413 0.83979026],25,0.3891890451923647,0.11668848991394043,0.6793727569052281,0.3861605882356673,0.08728042244911194,0.7018778332877789,"[0.9298758893255652, 0.8871557060018476, 0.926841174158537, 0.9126536214760631, 0.9306256216801362, 0.9214587208458808, 0.9176614345334296, 0.9227878506645238, 0.9150857552082307]","[0.9360817879913679, 0.877131645941363, 0.9279317567679737, 0.9131951858762538, 0.9363581572991387, 0.9244207922962779, 0.916426248167684, 0.9245597509393674, 0.9110883445415681]","[0.9288336191758506, 0.9162162964497268, 0.9264028105428328, 0.9154101791668441, 0.9224280574034832, 0.9225265763867022, 0.9215043773014914, 0.9229620028580742, 0.9196795932681896]","[0.9107978703987093, 0.9007383822332103, 0.9205949556247949, 0.9099810573207056, 0.9172998952935942, 0.9108924898806628, 0.9165174441693639, 0.9178245329808901, 0.9199396444479415]"
5,10,/logs,cebra-time,0.001438,-1,0.108007,64,5,3,1000,20000,0,1,0,[0.77103432 0.7613453  0.88211005],[0.68531874 0.8471516  0.88328228],[0.57923793 0.62345478 0.71646239],[0.526937   0.55600454 0.76399957],25,0.8233266688219795,0.05523259937763214,0.9535958946427596,0.8368695724980219,0.047465771436691284,0.9639702094748062,"[0.9576834283050593, 0.9612785729743237, 0.975298115599596, 0.964605352806283, 0.9529081193508299, 0.9525832089659758, 0.9779490709537447, 0.9241890440147454, 0.9607918625310559]","[0.9748379805668304, 0.9658819947078268, 0.9769539757059066, 0.9738173627592435, 0.9680803770692868, 0.9743743143867389, 0.978380728532037, 0.9290388623028263, 0.9742362930381896]","[0.9804358792455893, 0.9739982916725897, 0.9800980361151798, 0.9785399764570282, 0.9735046233854417, 0.9727014704604245, 0.9801330810288297, 0.9675446566967275, 0.9758184256476499]","[0.9281603521322254, 0.9375376060518285, 0.9615229280883657, 0.9291095317285873, 0.9140659283471996, 0.8998114705975745, 0.9754805745313834, 0.895604535708165, 0.9303468099599178]"
