logdir,algorithm,steps,pca_dims,offset_left,offset_right
logdir,algorithm,steps,pca_dims,offset_left,offset_right,animal,seed,repeat,all,train,valid,test,knn,valid_total_r2,valid_position_error,valid_position_r2,test_total_r2,test_position_error,test_position_r2,all_run_consistency,train_run_consistency,valid_run_consistency,test_run_consistency
/logs,baseline,-1,2,5,5,0,0,1,[0.56616606 0.46027869 0.87471661],[0.57158342 0.42572095 0.92674162],[0.34464444 0.38335343 0.55892023],[0.49017734 0.62375159 0.7151396 ],400,0.2737774165596461,0.26598644256591797,0.2070462528274395,0.49083543334664653,0.21725788712501526,0.39120475393215703,[],[],[],[]
/logs,baseline,-1,2,5,5,1,0,1,[0.71938889 0.51399816 0.76526197],[0.73699562 0.5035873  0.78116332],[0.44444949 0.39973599 0.56393351],[0.67825866 0.44716106 0.619701  ],169,-0.23390490949686746,0.2051405906677246,0.30938452801117655,-0.37117423213081563,0.22441375255584717,0.5211835029306311,[],[],[],[]
/logs,baseline,-1,2,5,5,2,0,1,[0.75431031 0.6086943  0.74853068],[0.72235633 0.59806438 0.74431827],[0.64660257 0.493013   0.63595393],[0.8812584  0.50665445 0.65201573],400,-0.3164428590730037,0.41802269220352173,0.27963445079015226,-0.42732155899051144,0.40860021114349365,0.1502797957081038,[],[],[],[]
/logs,baseline,-1,2,5,5,3,0,1,[0.92710082 0.70445027 0.47552373],[0.94810533 0.70784373 0.48254911],[0.670597   0.50459983 0.43223655],[0.83167567 0.55457722 0.48628652],289,-0.1410067880895587,0.31110236048698425,0.20436101210728186,-0.14115797958566997,0.2632775902748108,0.20235723937090144,[],[],[],[]
/logs,baseline,-1,2,5,5,0,0,2,[0.56617989 0.4606469  0.87471387],[0.57111785 0.45187209 0.83014122],[0.49085658 0.33603969 0.76231818],[0.52030236 0.59160377 0.81785072],841,0.434546844539686,0.24998489022254944,0.3983027312710392,0.41260423676868035,0.23024144768714905,0.4751769322882483,[],[],[],[]
/logs,baseline,-1,2,5,5,1,0,2,[0.71939466 0.51405272 0.76527288],[0.73583812 0.48977601 0.75695766],[0.64902261 0.47475566 0.70757807],[0.63601443 0.54332098 0.66393919],289,-0.14159520389139715,0.1886742115020752,0.7012611958915795,-0.2458556656853652,0.2137344479560852,0.6007612536510246,[],[],[],[]
/logs,baseline,-1,2,5,5,2,0,2,[0.75483047 0.60875568 0.74884326],[0.69875781 0.58250227 0.66689756],[0.59625178 0.53575427 0.69250306],[0.86205722 0.61287508 0.87389645],36,-0.5147186363532085,0.5060701370239258,0.07025479301118398,-0.4147600247058399,0.5509370565414429,-0.06123014856725528,[],[],[],[]
/logs,baseline,-1,2,5,5,3,0,2,[0.92709764 0.70446215 0.47572617],[0.90802525 0.6865168  0.424912  ],[0.85995477 0.61493753 0.47168179],[0.86461313 0.56084968 0.67506065],784,0.046710771318844345,0.2128300964832306,0.26906177432868206,0.06297276329391799,0.22576209902763367,0.38030817731262867,[],[],[],[]
/logs,baseline,-1,2,5,5,0,0,0,[0.56615709 0.46123955 0.87471374],[0.53117554 0.51000928 0.81855661],[0.41632336 0.35637069 0.79587838],[0.543186   0.31447639 0.86012004],676,0.6298540744276407,0.18990889191627502,0.41714319195097627,0.64554576129372,0.20147356390953064,0.43317606075649795,[],[],[],[]
/logs,baseline,-1,2,5,5,1,0,0,[0.71937541 0.51412948 0.76525458],[0.67075051 0.5347415  0.72172752],[0.54681276 0.39629901 0.58849289],[0.77948224 0.31478792 0.75885027],361,-0.23269883865095395,0.21135395765304565,0.26193936154104736,-0.3377372965945451,0.21542847156524658,0.31004036635747534,[],[],[],[]
/logs,baseline,-1,2,5,5,2,0,0,[0.75593219 0.60879485 0.74963091],[0.82533867 0.61130858 0.78258013],[0.5914136  0.46771255 0.65136485],[0.5302867  0.37741188 0.41533186],81,-0.40336693695599174,0.4683627784252167,0.16109473130144703,-0.5430960418382355,0.5424611568450928,-0.27992855999299704,[],[],[],[]
/logs,baseline,-1,2,5,5,3,0,0,[0.92709885 0.70444441 0.47616487],[0.89252472 0.67458898 0.54326293],[0.86248874 0.49927209 0.42913754],[0.9142346 0.6646439 0.2707901],256,-0.211405280829845,0.29540321230888367,0.20976042211106882,0.251038555602441,0.2791629731655121,0.39531820692615927,[],[],[],[]
