n_components,metric,logdir,n_jobs,algorithm,steps,perplexity,initialization,early_exaggeration,offset_left,offset_right
n_components,metric,logdir,n_jobs,algorithm,steps,perplexity,initialization,early_exaggeration,offset_left,offset_right,animal,seed,repeat,all,train,valid,test,knn,valid_total_r2,valid_position_error,valid_position_r2,test_total_r2,test_position_error,test_position_r2,all_run_consistency,train_run_consistency,valid_run_consistency,test_run_consistency
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,2,0,0,[0.51802544 0.2043212  0.35309013],[0.42763579 0.16488482 0.32942551],[0.51102926 0.14283036 0.35325964],[0.45160393 0.20524997 0.24789591],49,-0.4688561039121717,0.48497462272644043,0.06028231876779,-0.5337994760755159,0.4699901342391968,-0.03981199134319269,"[0.3774010486142086, 0.4632075389043421, 0.38706558534196056, 0.3321262313632581, 0.4122942765049881, 0.4212808719772977, 0.4158664207235832, 0.42784478742383936, 0.4160482816175181]","[0.36260779444281294, 0.42032087872695795, 0.3391957676411492, 0.3072986952868524, 0.39542532514553996, 0.37513487723145006, 0.37880792117083695, 0.3888656506015344, 0.3859987374576642]","[0.38740592791840567, 0.4885280208850083, 0.40826277154909896, 0.34759130609347405, 0.4239059234662433, 0.4690438562127305, 0.4451695894631597, 0.4245452411891404, 0.4008136549360212]","[0.37440646985442644, 0.4579909339005709, 0.3930962291837045, 0.3369243534239647, 0.4025282903436355, 0.4191249176703776, 0.4581567706917372, 0.44732476164274, 0.4493335810364708]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,3,0,0,[0.94409692 0.4548849  0.51449341],[0.90033413 0.39021742 0.39833492],[0.84890096 0.32681268 0.4498014 ],[0.93038792 0.37895926 0.29944522],529,-0.15138186465430967,0.2878752052783966,0.11093244580498396,-0.01539112311223867,0.30913010239601135,0.2500869160387422,"[0.8365417769714445, 0.8521176988172795, 0.8143017613022348, 0.83053699297046, 0.8315987088158612, 0.8424077461604693, 0.7612089253919061, 0.8480965073593145, 0.8209780226660036]","[0.8391683003947741, 0.8529632245548955, 0.8151077936227977, 0.8308287403656202, 0.8306515320264549, 0.844803932876431, 0.7559620243050391, 0.8509223995776443, 0.8233157589740421]","[0.8100327929874886, 0.8278690988042361, 0.7748606115102785, 0.7987269461841, 0.7988995931650997, 0.818406322695318, 0.7063002877907107, 0.8124262712234722, 0.7793805983938387]","[0.8379595804430086, 0.8525397664188417, 0.8219491430721739, 0.8390166082642194, 0.8403949052488391, 0.841875309893328, 0.7934974128339065, 0.8524853956514242, 0.8272849580812046]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,0,1,0,[0.80397038 0.43535873 0.92882869],[0.77899551 0.39603917 0.89363433],[0.56630191 0.21045276 0.81379954],[0.67015771 0.36655144 0.90906545],400,0.8119826519770982,0.08479540050029755,0.8755987633258239,0.7955355099789445,0.08642685413360596,0.8831453068599098,"[0.9358050687550287, 0.9244225644829331, 0.9474020270456001, 0.9494113014632581, 0.9573250380897524, 0.955524975228218, 0.9505096328651182, 0.9513314104676505, 0.9476211138449399]","[0.9331109238975253, 0.9186210566572262, 0.9428568483389737, 0.9444014774562928, 0.9553915182337321, 0.9521920356490765, 0.9460973952466153, 0.9495966402683029, 0.9412484751739664]","[0.9437222108771803, 0.9416998436276216, 0.9580546404995289, 0.9572513151444135, 0.9593047258241721, 0.9619455642490584, 0.9604585226497443, 0.951989143886668, 0.9606915368920281]","[0.939040220207289, 0.9312768157998228, 0.9545528850186338, 0.9604611701960761, 0.9626173235321069, 0.9616450966302339, 0.9584475513262117, 0.9562823575101336, 0.9599631879837809]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,1,1,0,[0.78430078 0.41723883 0.7659102 ],[0.73505722 0.39275088 0.72642011],[0.64248138 0.18104229 0.580773  ],[0.72624774 0.34759893 0.63104514],36,-0.10225374510541974,0.23801717162132263,0.23917635884078814,-0.28281137602390666,0.25217050313949585,0.22618064155325834,"[0.5388229273971363, 0.6695850807939905, 0.5650942078798135, 0.6881724833444316, 0.4840625362339679, 0.693384893918678, 0.7173022833029445, 0.7522028756718324, 0.7675689219682527]","[0.5343590819296133, 0.6885523691244572, 0.5536393332658657, 0.7121487681130214, 0.49832849670050794, 0.7073004866455106, 0.7304869038429979, 0.7776632463680861, 0.7876471827855958]","[0.5468531232674719, 0.6424885137096875, 0.5784399103735047, 0.6494722272385842, 0.43918088137321104, 0.6544753056219207, 0.6806864328647102, 0.691422504542063, 0.748984862563729]","[0.5421673606933606, 0.6274392549205215, 0.5758534061108419, 0.638358307770048, 0.4706382320282693, 0.6681065004937294, 0.6935403640131161, 0.7094345155959226, 0.7121069268684492]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,2,1,0,[0.67908422 0.56019545 0.60799786],[0.69908422 0.56150223 0.63857145],[0.31846551 0.2520676  0.28923009],[0.53174721 0.42779259 0.39108974],169,-0.4408309404933363,0.4773094654083252,0.07972599264405167,-0.46832635391870797,0.4771824777126312,-0.011816857828657712,"[0.382644828623505, 0.45458816041040917, 0.4066631281495201, 0.36360155712997144, 0.37677128946819594, 0.42411850112123434, 0.35226323444653646, 0.43001999895504045, 0.3635996088601905]","[0.3656503685370245, 0.40153127496716845, 0.35651818899915555, 0.3318367570989364, 0.35642329901899267, 0.37606388523659523, 0.3340363624884437, 0.3938696479141261, 0.33822860901846913]","[0.41111265136277814, 0.5029553500285873, 0.42944978159974057, 0.38716595448015884, 0.39688387407607767, 0.4742576774726726, 0.39947486051639947, 0.43815073649436903, 0.3584148389370917]","[0.3660069323201373, 0.45159882266973683, 0.41841242045323707, 0.37696367076173115, 0.3713160394773894, 0.42831050307899426, 0.3353068804049528, 0.44049220658474375, 0.3846913416708941]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,3,1,0,[0.94225285 0.74461014 0.42744271],[0.9064398  0.71565129 0.39696131],[0.85746324 0.56371647 0.22304932],[0.92355354 0.62283353 0.33874748],121,-0.12434468325409531,0.2639773488044739,0.13312182982708332,0.13438270534258778,0.2889856696128845,0.29473958057252203,"[0.8344370235072975, 0.8200717439254457, 0.8573270196611049, 0.8456923828972869, 0.8322452404653399, 0.7948296037509581, 0.6751584453757038, 0.8233219811051449, 0.8489607901357137]","[0.8366658517066448, 0.8209936157947746, 0.8608817346332746, 0.8479597118568925, 0.8315503526315269, 0.795958825454385, 0.6665652465858749, 0.8253023711005965, 0.8529467032562968]","[0.804436939786797, 0.780112120041363, 0.8227512619921044, 0.8205369606753381, 0.8083546182328302, 0.7709554200519578, 0.6194855223348172, 0.7956468429010792, 0.816011235217369]","[0.836525656610112, 0.8279363311566255, 0.8545855549336878, 0.8432548923964993, 0.8345561203460331, 0.7977361690030947, 0.7216302812719727, 0.825600874108117, 0.8441316847067795]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,0,2,1,[0.81249985 0.67638227 0.92467329],[0.78746985 0.68457291 0.94331393],[0.56390309 0.38353678 0.63795204],[0.68487132 0.49285066 0.75529284],324,0.4563329554445736,0.08964189887046814,0.716486275851224,0.7442284869287046,0.07804371416568756,0.8133722191899291,"[0.9404320798442269, 0.9244808920001191, 0.9345968827110582, 0.9200884273455054, 0.9261118516110278, 0.9234677729696021, 0.9312708937637301, 0.9217752226136975, 0.9374494330695002]","[0.9398484251298476, 0.9227781792540484, 0.9336014194431788, 0.9173629531558407, 0.9245857322629016, 0.9216461725020164, 0.9316020129001453, 0.9198138679874305, 0.9373968592860797]","[0.9213154997337951, 0.9065855525380768, 0.916440895843504, 0.9040565728850172, 0.913978359637459, 0.9066767418602454, 0.9146219219652947, 0.9088316290439191, 0.9166941772227016]","[0.9592342970256096, 0.9462549849625868, 0.9535477897733706, 0.9440872785186107, 0.9424964197506958, 0.944358690432103, 0.9437871283661605, 0.9401696132924251, 0.9554912304477111]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,1,2,1,[0.7931897  0.67608827 0.7692761 ],[0.78804968 0.70028283 0.78556578],[0.53134035 0.29463361 0.52476008],[0.66983568 0.40945024 0.58892792],25,0.05959416151854646,0.21354210376739502,0.317701266355239,0.050814483924155406,0.2254347801208496,0.507642484006547,"[0.7122585387578537, 0.7124065796296759, 0.7120051825271851, 0.7254291391460546, 0.7261146850453388, 0.6564057203465142, 0.6824549171687541, 0.7447798698841706, 0.7009882063818547]","[0.7126972343272271, 0.7062675030920563, 0.7146580755091423, 0.7148560316903275, 0.7249395971506634, 0.6523144145182709, 0.6796587268986782, 0.7342395779654238, 0.7000634761261264]","[0.7174058874195869, 0.7416463969390656, 0.70991159469492, 0.7505008692532495, 0.7371590070756531, 0.6799868918180858, 0.685354787813403, 0.7864465385820882, 0.7027714904059217]","[0.705909805980965, 0.7158726234781733, 0.7041724496495497, 0.7488341470068868, 0.7225890928070186, 0.6567565677897406, 0.6927564158706823, 0.7587462967390578, 0.7032143210825699]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,2,2,1,[0.65699126 0.51047202 0.61273663],[0.64491946 0.51574032 0.6244478 ],[0.48492029 0.21571508 0.31214521],[0.61996903 0.37803578 0.49763554],64,-0.38801465091266035,0.40570273995399475,0.16189112773947079,-0.465088414255677,0.3889131247997284,0.12167284088287345,"[0.38556219363246597, 0.31413481981071506, 0.41904046912802406, 0.31270854426333766, 0.41155154116999765, 0.3666653355270462, 0.38712086785141375, 0.40536294668855316, 0.45407729377216915]","[0.38892285660885945, 0.3182418369283477, 0.42343342239109605, 0.31665956626215086, 0.4137934875750713, 0.3706735330237287, 0.38920698762878164, 0.408366893343303, 0.4574664434345568]","[0.36214675172245314, 0.2765371679058941, 0.39053357780661857, 0.27213120182735817, 0.38753836170060335, 0.3431713055549592, 0.36714812698867044, 0.38444786092742084, 0.42797294307261685]","[0.37222126247262727, 0.3030280557511322, 0.40263581447986424, 0.30180142762680595, 0.406265636955814, 0.35048255554926694, 0.3881433350112085, 0.39405609841011763, 0.4418912713671759]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,3,2,1,[0.9410647  0.70998706 0.68316416],[0.95632209 0.70959426 0.68730533],[0.72722363 0.46484043 0.32763649],[0.81699134 0.53899885 0.4866212 ],289,-0.07853876851011943,0.2931216359138489,0.21487673763409443,-0.015521400959807289,0.2442874312400818,0.23560411732438302,"[0.8366590794592834, 0.8253824463049422, 0.8553146459378114, 0.815730744193832, 0.8394301331885673, 0.8041032236805745, 0.8324094652609352, 0.8317628583267904, 0.8196975010671639]","[0.8418188239987658, 0.8339918939731978, 0.8619088609276239, 0.8242860035934527, 0.8461581780362554, 0.8100191065424138, 0.8407873700727496, 0.837703762424558, 0.8253836005833355]","[0.813801844665076, 0.7946648095066623, 0.8316807202107684, 0.7824033017252581, 0.8163766985874857, 0.7926306777749708, 0.8020357697372271, 0.8024648242295935, 0.7994073658109465]","[0.8373371313668647, 0.8212705212495565, 0.851940500030147, 0.8165516315838955, 0.8364374875447623, 0.793971192168182, 0.8294077640536088, 0.8375510916764375, 0.8184521553293465]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,0,3,1,[0.81396831 0.43660575 0.90912304],[0.79192901 0.43626893 0.92801054],[0.51451542 0.26420058 0.7152105 ],[0.71030089 0.34626752 0.7668003 ],625,0.47173713349305,0.090340256690979,0.7196938926769056,0.7428521391656994,0.07950705289840698,0.8135766591710645,"[0.9448529496627582, 0.9474283005892656, 0.9345796184270029, 0.9295746522546948, 0.9347543638661844, 0.9453216857860013, 0.9428134977645596, 0.9345777723601485, 0.9400620948121923]","[0.9472557457529316, 0.9478909762653783, 0.933552842472753, 0.9294211244588014, 0.9368505556200752, 0.9469417184790688, 0.9434600447566497, 0.9336981534204317, 0.9411901839748382]","[0.9287690404676059, 0.9341021442023727, 0.9162458635697064, 0.9140784586324164, 0.918711830003396, 0.9259837327964039, 0.921812785810491, 0.92585557183502, 0.9207695481189733]","[0.9498176063796926, 0.9564824826445741, 0.9534791774382629, 0.9425094428591967, 0.9407985098838912, 0.9549854297577746, 0.957905011376833, 0.944176899310222, 0.9518984286974528]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,1,3,1,[0.81133944 0.45969635 0.80560244],[0.80118626 0.47064066 0.79788481],[0.5300286  0.23330466 0.58280998],[0.71573671 0.29120977 0.64649645],225,0.015320060072092337,0.230718195438385,0.3094761726727473,0.023068550415283145,0.25531870126724243,0.4527123640618588,"[0.675687408771602, 0.692414542972911, 0.7107667302695198, 0.770913558163249, 0.7017676015415093, 0.6085242301291999, 0.7769705216635825, 0.7128523176701747, 0.734387456950465]","[0.6804069859944696, 0.6906305160133898, 0.7124810753718641, 0.7640463036399319, 0.7057565851637513, 0.6105164014010844, 0.7746421439492682, 0.7105809447823106, 0.729371751431019]","[0.6683921949049358, 0.7098558482791936, 0.7093279938692768, 0.7853255308374836, 0.7103296458617134, 0.6065002764717708, 0.7927351131665934, 0.7251902613497239, 0.7437797332867584]","[0.6635243696867807, 0.6894010084565412, 0.705943251785538, 0.7869047591359771, 0.6832753093521445, 0.6054885250617473, 0.7789036437526973, 0.7153040457288867, 0.7461771014830949]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,2,3,1,[0.54084878 0.43489161 0.49374732],[0.56095699 0.46244435 0.51063271],[0.32658332 0.2152709  0.27818111],[0.4467693  0.27304048 0.35790407],81,-0.35594013356052384,0.40395617485046387,0.1735220381577256,-0.4337140944188909,0.39559710025787354,0.125360249610599,"[0.39860652744359365, 0.28075971006191636, 0.39754965822334554, 0.3318296830672153, 0.37597091538078425, 0.38844085790179544, 0.43037582026085697, 0.3809578162484654, 0.45512264815596387]","[0.4008881900140418, 0.2908329226623672, 0.39919068296736576, 0.3357835126381752, 0.37956861417466287, 0.3924247182290019, 0.43036573385301835, 0.3804214208046173, 0.4595210965954933]","[0.3924162313898459, 0.2405047404217845, 0.3971923337367105, 0.313030536461756, 0.3459273537909593, 0.36480667599164746, 0.42313192300477653, 0.38074334336987065, 0.43002903901818396]","[0.3900294794300599, 0.24322028677478913, 0.38976423473739313, 0.3181947460769974, 0.372633909414808, 0.37253556245119995, 0.433370770306945, 0.3880841401954756, 0.4388044355594695]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,3,3,1,[0.9262032  0.77636218 0.43931807],[0.94143109 0.75842015 0.43254728],[0.77230254 0.54449731 0.2611903 ],[0.82456991 0.62472245 0.32466227],784,-0.07433443527423926,0.34183335304260254,0.15437589298899534,-0.023421676367437232,0.30046743154525757,0.15839889409226737,"[0.8470736449699746, 0.8404253128467329, 0.8574739085487811, 0.8354290441708834, 0.8523175482258059, 0.81485188702404, 0.8350052755643645, 0.8453140958901767, 0.8190981033427707]","[0.8499380119807487, 0.8488863606615883, 0.8631192047106953, 0.8433860465890383, 0.8567370668591121, 0.8157608438085127, 0.8444770086825073, 0.8489274617118954, 0.8242097220539024]","[0.8328297622948363, 0.8158590766836913, 0.8355562835388448, 0.8162624677017795, 0.8381470557867131, 0.8098386439980387, 0.8075316354224399, 0.8226996490751285, 0.7990006415148962]","[0.8478820283518886, 0.8323715821913324, 0.8564612560172158, 0.8275470712047988, 0.8494149272635813, 0.8141305011289148, 0.8266274679998015, 0.85203933277165, 0.8197765650611026]"
2,cosine,/logs,-1,tsne,-1,10,pca,16.4444444444444,5,5,0,2,0,[0.78573464 0.69204494 0.9158305 ],[0.75508633 0.51038004 0.88308745],[0.55350821 0.30638596 0.79414215],[0.65762442 0.49828362 0.86994891],196,0.7914000464163814,0.08609386533498764,0.8829389306755505,0.8070671369750825,0.0840078592300415,0.8788806313920519,"[0.9404320798442269, 0.9244808920001191, 0.9345968827110582, 0.9200884273455054, 0.9261118516110278, 0.9234677729696021, 0.9312708937637301, 0.9217752226136975, 0.9374494330695002]","[0.937298885117043, 0.9187905736999347, 0.9287399470457048, 0.9128067544098056, 0.9223214945432243, 0.9167811362921671, 0.9260663124608595, 0.9157745615084238, 0.9331033552930358]","[0.9481714538376843, 0.9416671274847317, 0.9528481117162859, 0.9369679004078881, 0.9355531205958689, 0.9423676180307949, 0.9413623169129334, 0.9385251620448506, 0.9482635155798613]","[0.9452664430510271, 0.9311618057553601, 0.9408611444983586, 0.9324783086802284, 0.9317810761243752, 0.9322611216484595, 0.941062796269807, 0.9294885164327995, 0.9439767991968555]"
