num_hidden_units,output_dimension,loader,logdir,temperature,algorithm,steps,offset_left,learning_rate,batch_size,max_iterations,time_offsets,offset_right
num_hidden_units,output_dimension,loader,logdir,temperature,algorithm,steps,offset_left,learning_rate,batch_size,max_iterations,time_offsets,offset_right,animal,seed,repeat,all,train,valid,test,knn,valid_total_r2,valid_position_error,valid_position_r2,test_total_r2,test_position_error,test_position_r2,C_svm,valid_total_r2_svm,valid_position_error_svm,valid_position_r2_svm,test_total_r2_svm,test_position_error_svm,test_position_r2_svm,all_run_consistency,train_run_consistency,valid_run_consistency,test_run_consistency
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,2,1,2,[0.9727253  0.96767913 0.96469839],[0.97807131 0.97685745 0.96147811],[0.79211632 0.74307836 0.81509434],[0.87101284 0.72850911 0.82726902],25,-0.2258588859124915,0.17031805217266083,0.19976781142003597,-0.22440950737207313,0.22573649883270264,0.014778003203568812,"[1.0, 100.0, 1.0, 0.15848931924611143]","[0.588646419397277, 0.1307473926588527, -0.22840887281742192, 0.5553140439015877]","[0.06502483829967431, 0.10583177700199475, 0.14311672194209768, 0.09688788827863837]","[0.8559433187000854, 0.6251327542519799, 0.17818704559769483, 0.5688733034325407]",-0.22308690308086657,0.15535101114946448,-0.05159782889524189,"[0.7329743911423829, 0.7600334443969884, 0.7716342314936222, 0.7324891008103567, 0.7570158473736471, 0.7361103755782897, 0.7556128699831047, 0.7324409511239637, 0.7295545998951359]","[0.8235671292706331, 0.8511291697199926, 0.8653275562110242, 0.8277745836016366, 0.8489505517425501, 0.8308263463387773, 0.8451506228282063, 0.826604441577735, 0.8234961841846348]","[0.5913232706294912, 0.6145316864678086, 0.625512703207883, 0.5769186935195745, 0.6025273776654023, 0.5873174311436229, 0.6080554819448224, 0.579925564699214, 0.5775250351031739]","[0.5560300011802243, 0.5750149886029067, 0.5822210636675127, 0.5532558168883343, 0.5781145166451447, 0.5523007146957514, 0.5799931877699193, 0.554108513826486, 0.5537570671665991]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,3,1,2,[0.9322415  0.94572251 0.9336069 ],[0.92583318 0.94286091 0.93405121],[0.85936594 0.79914129 0.74861321],[0.90022297 0.80786452 0.77864345],16,0.5251224167055435,0.09449179470539093,0.5694199163048024,0.5003671209799853,0.09327898919582367,0.7001637541331045,"[1.0, 100.0, 1.0, 0.15848931924611143]","[0.588646419397277, 0.1307473926588527, -0.22840887281742192, 0.5553140439015877]","[0.06502483829967431, 0.10583177700199475, 0.14311672194209768, 0.09688788827863837]","[0.8559433187000854, 0.6251327542519799, 0.17818704559769483, 0.5688733034325407]",0.5232979749706228,0.09568489029303484,0.6975388069339385,"[0.9217983740626768, 0.6963397118965265, 0.7209916977141532, 0.6851128689640591, 0.6599665685390591, 0.7168355816944799, 0.6736077689291036, 0.6886174837651922, 0.6790656285282192]","[0.9556669745154783, 0.7276094863232707, 0.7580190268904388, 0.710442326507767, 0.6917313229488613, 0.7519282622505589, 0.7037544827202925, 0.7178066811852587, 0.7087447716553025]","[0.8165126379134481, 0.6350611619808575, 0.6045746364381429, 0.6232160664471088, 0.5878947665362474, 0.6200545120385025, 0.6004877777038927, 0.6200443434511784, 0.6090932453807297]","[0.8251034994230411, 0.5915365803581804, 0.6349413080684555, 0.626721463625813, 0.5673754003347163, 0.6245370828429407, 0.6031018688068962, 0.6098614891938298, 0.600755768363774]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,0,1,1,[0.95036151 0.91584224 0.89946153],[0.97086219 0.91607057 0.92119253],[0.64855732 0.73326907 0.7435232 ],[0.74935187 0.66855998 0.77506808],9,0.7178144816449229,0.06815820932388306,0.8080738531536009,0.7462159191343569,0.05248934030532837,0.8410019321323441,"[1.0, 0.06309573444801933, 6.309573444801936, 0.15848931924611143]","[0.7189453628867836, 0.302453919200869, -0.009651026776601382, 0.20457061715342706]","[0.07110833859104071, 0.14851095744568066, 0.11599208873769828, 0.12474501644212543]","[0.8162448210181139, 0.4129113853426125, 0.376779118057066, 0.5005207392966353]",0.7563881854288484,0.05459466201954055,0.8411843481232235,"[0.9752368034036861, 0.9739642923477113, 0.9765036836507379, 0.9716084363876388, 0.97668244068992, 0.9750389214793747, 0.9798314172692647, 0.9765927413977004, 0.9755034362982827]","[0.9963781860662682, 0.9951447854753375, 0.9962478361983126, 0.9956979709851351, 0.9943561544582388, 0.9964237234863388, 0.9958903349028683, 0.9966019657731762, 0.9961215915446132]","[0.9163354583874983, 0.923669923869979, 0.9289363232403375, 0.9041527669244797, 0.9324341174941124, 0.9219816433041835, 0.938931722115338, 0.9308209771026172, 0.9201702211679009]","[0.9535779501554608, 0.9463210740272369, 0.9519617230149771, 0.9506303746786683, 0.955627572337063, 0.9487266737946997, 0.9605475695778076, 0.9503131347297974, 0.9545714751390135]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,1,1,1,[0.95676848 0.8984244  0.90741965],[0.96892993 0.92682706 0.94312019],[0.66449033 0.50988803 0.5599543 ],[0.77569136 0.5476895  0.60298953],25,0.28530783130315723,0.13623619079589844,0.3926224242751697,0.2739809151835775,0.13296914100646973,0.5600343389035232,"[1.0, 0.06309573444801933, 6.309573444801936, 0.15848931924611143]","[0.7189453628867836, 0.302453919200869, -0.009651026776601382, 0.20457061715342706]","[0.07110833859104071, 0.14851095744568066, 0.11599208873769828, 0.12474501644212543]","[0.8162448210181139, 0.4129113853426125, 0.376779118057066, 0.5005207392966353]",0.2723859059683575,0.12059438192816269,0.5722339196935922,"[0.8983525930584658, 0.8726581972694518, 0.8952318207556793, 0.9017731267400665, 0.8738919667200119, 0.9030847370933706, 0.8754932599507992, 0.8954991266963236, 0.895532582360277]","[0.9604350309346338, 0.933725622093451, 0.9637768192855516, 0.96468135699811, 0.936328861069622, 0.9675317794262305, 0.9446982005443679, 0.9654021047173496, 0.9660269610250776]","[0.7597011049666679, 0.7312660119594981, 0.7434437015932543, 0.753113142244188, 0.7294689689248827, 0.7623191684139807, 0.7245351547553905, 0.7015120133885654, 0.7111951282731158]","[0.794546896942796, 0.7774711171549936, 0.789998293248107, 0.7978837339138568, 0.7881877882928854, 0.7915287033199855, 0.7657617713121748, 0.8049082408210131, 0.8026349275218712]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,2,1,1,[0.95772319 0.94514822 0.92739076],[0.95792767 0.96607871 0.95587854],[0.84691853 0.61049957 0.6541686 ],[0.79473006 0.64696599 0.67206641],25,0.007951117136181907,0.1438690721988678,0.402763492720808,-0.18064183453031205,0.18986693024635315,0.21564105067219275,"[1.0, 0.06309573444801933, 6.309573444801936, 0.15848931924611143]","[0.7189453628867836, 0.302453919200869, -0.009651026776601382, 0.20457061715342706]","[0.07110833859104071, 0.14851095744568066, 0.11599208873769828, 0.12474501644212543]","[0.8162448210181139, 0.4129113853426125, 0.376779118057066, 0.5005207392966353]",-0.19851268201617478,0.16930300866108633,0.16633496285725446,"[0.7863646621364228, 0.8141835961975628, 0.7729305020688345, 0.7712304183262084, 0.8052981157439386, 0.7701737273771568, 0.7988341484400778, 0.7701046142079541, 0.794896720552947]","[0.8222342135643013, 0.852138911977932, 0.8079087695157519, 0.8083629479242841, 0.8449240478214879, 0.8050941075246257, 0.8379644110590263, 0.8076194566257553, 0.8305707707425279]","[0.6640338383788763, 0.6709998259629698, 0.6492837980028675, 0.6377538157914812, 0.6485408884183168, 0.6385913197665648, 0.6583768722813936, 0.6623184097026628, 0.6694828809727095]","[0.6416539306029428, 0.6606592971540498, 0.6322323264700457, 0.6233762371252913, 0.6525242444265006, 0.6331377510530914, 0.6387953431709488, 0.6073059921430687, 0.6504968305165052]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,3,1,1,[0.97303501 0.95281261 0.9399712 ],[0.97708375 0.97895587 0.95150147],[0.87383879 0.66463157 0.69921702],[0.89774031 0.7046405  0.63836142],25,0.1898562921533947,0.12345758080482483,0.4705288309720447,0.264285657232406,0.11829683184623718,0.5070555385987995,"[1.0, 0.06309573444801933, 6.309573444801936, 0.15848931924611143]","[0.7189453628867836, 0.302453919200869, -0.009651026776601382, 0.20457061715342706]","[0.07110833859104071, 0.14851095744568066, 0.11599208873769828, 0.12474501644212543]","[0.8162448210181139, 0.4129113853426125, 0.376779118057066, 0.5005207392966353]",0.2526593064341283,0.1070511257525909,0.49687082330341836,"[0.8628851187223239, 0.8604421520480477, 0.8460838224056078, 0.8502818574479513, 0.8630656804783784, 0.8578027167549079, 0.8598845695134859, 0.836260864453215, 0.8572960458945357]","[0.9738278667397798, 0.9788381065016174, 0.9659883156870454, 0.9604385217493038, 0.9799345501849562, 0.9799054657475085, 0.9775247291060897, 0.9460023331245089, 0.9697957506288578]","[0.7048999197517093, 0.7043393728339827, 0.6868685573572412, 0.6854110534308061, 0.7029205788571367, 0.6901756007194791, 0.6967052734879925, 0.6796427833917636, 0.7019727463119564]","[0.7388564132969391, 0.7184997547328439, 0.7029054097625324, 0.7384424271455448, 0.7291472771732573, 0.714203368578044, 0.7197965084528812, 0.7110721980610003, 0.7289806034809455]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,0,2,1,[0.92977568 0.95670968 0.80861848],[0.95891986 0.9574361  0.82240874],[0.58013753 0.76448105 0.71056623],[0.76099724 0.69331302 0.71298644],25,0.7267051139132112,0.0625615119934082,0.8251891016503633,0.7804538940071212,0.04886375367641449,0.8743801243933635,"[1.0, 0.025118864315095794, 15.848931924611142, 0.3981071705534973]","[0.7284166837076134, 0.3314954361681864, -0.038174715057491405, 0.20003613925925987]","[0.0671227672210345, 0.13593488556490563, 0.12802278863180985, 0.13329173705460906]","[0.835102135170926, 0.5000359364286588, 0.35723157838122377, 0.43031303903336304]",0.7834654539925671,0.053095442428375494,0.8834148043411107,"[0.976838764771741, 0.9738382034803651, 0.9723976902495254, 0.9699516904267215, 0.9759902524568519, 0.9744530011808109, 0.9731922915206029, 0.9752154521321409, 0.9761171621337149]","[0.9956737052602493, 0.9953689843234907, 0.9966808595830258, 0.9957150911180147, 0.9961544458507707, 0.9961183626534124, 0.9961390507116502, 0.9963439992793147, 0.9964454504687098]","[0.9334413913695027, 0.9212941759623702, 0.9059595514737185, 0.9117180710439694, 0.9301101975222331, 0.9104216048522341, 0.9220804925902422, 0.9275391044183882, 0.919211400231743]","[0.949888621416997, 0.9468670096647281, 0.9493831730017922, 0.9355026404950261, 0.9489733469994565, 0.9574793479165797, 0.9391747369127446, 0.9455849946891902, 0.9571618291142313]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,1,2,1,[0.95138015 0.9499108  0.89307598],[0.96306644 0.96308469 0.93350739],[0.60038627 0.52636184 0.49419522],[0.77338273 0.62331237 0.55048142],16,0.2970692513752215,0.13191592693328857,0.4590559873002992,0.2500894053227684,0.12991595268249512,0.5959289960014039,"[1.0, 0.025118864315095794, 15.848931924611142, 0.3981071705534973]","[0.7284166837076134, 0.3314954361681864, -0.038174715057491405, 0.20003613925925987]","[0.0671227672210345, 0.13593488556490563, 0.12802278863180985, 0.13329173705460906]","[0.835102135170926, 0.5000359364286588, 0.35723157838122377, 0.43031303903336304]",0.2720191676048075,0.1232814801544132,0.6051029214906378,"[0.8503678785310907, 0.8717377229262265, 0.8400533578281543, 0.8697180117788182, 0.8568255093328236, 0.8468775137497783, 0.8188623312337411, 0.8454085421478311, 0.851735580952127]","[0.9101437518326957, 0.9327792335164543, 0.9070776887410267, 0.9249303833693171, 0.9188497856435659, 0.9163288551062844, 0.8900459136649693, 0.9206924383296107, 0.922629796979978]","[0.7114095383811362, 0.7324526702263716, 0.7032741216932199, 0.7220517325555927, 0.715375745321729, 0.7010606042409434, 0.6644475686793232, 0.6646711440624299, 0.69398468302811]","[0.7549896233146972, 0.7735499676704389, 0.7332232680104332, 0.7896801907644582, 0.7677511928650157, 0.7296951470860695, 0.7078237381622531, 0.7372109896684208, 0.7422580200879767]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,2,2,1,[0.94002073 0.93116228 0.86625644],[0.93382355 0.95312975 0.87912532],[0.76802665 0.4969876  0.59689858],[0.75688493 0.65223146 0.60190089],16,-0.017471916969904504,0.15490543842315674,0.3842649749216378,-0.17635767034760028,0.20015275478363037,0.22131611857218714,"[1.0, 0.025118864315095794, 15.848931924611142, 0.3981071705534973]","[0.7284166837076134, 0.3314954361681864, -0.038174715057491405, 0.20003613925925987]","[0.0671227672210345, 0.13593488556490563, 0.12802278863180985, 0.13329173705460906]","[0.835102135170926, 0.5000359364286588, 0.35723157838122377, 0.43031303903336304]",-0.18802658398469704,0.17559235946557705,0.1848738926115533,"[0.7852780115118723, 0.7826583984665358, 0.7756960383832942, 0.7639787318630008, 0.8068550005817849, 0.7767561211879576, 0.8033123444164735, 0.7783001575940279, 0.7978820241475564]","[0.8218134437874006, 0.8164941445808848, 0.8101867421127681, 0.8006817277190904, 0.8438557227981317, 0.8135073124338259, 0.844010776205668, 0.8156507217759863, 0.8354333859361459]","[0.6667310477831426, 0.661019844668842, 0.6684585549359289, 0.6511375571289199, 0.6697236083101427, 0.6497631237413214, 0.6694443373498435, 0.6611154572966803, 0.6761912633259589]","[0.6377845576824926, 0.650119593618196, 0.6269586000860272, 0.6091323440267137, 0.6577921059064096, 0.6314445988366305, 0.6317765642211682, 0.624015696432961, 0.6400366862735689]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,3,2,1,[0.95912171 0.94754315 0.96079694],[0.97314408 0.97978562 0.96789839],[0.79675501 0.55212733 0.70725159],[0.8671474  0.66018589 0.66303904],16,0.17281809148036834,0.13076940178871155,0.39111209569083705,0.2412598110848255,0.12061081826686859,0.5305817642543906,"[1.0, 0.025118864315095794, 15.848931924611142, 0.3981071705534973]","[0.7284166837076134, 0.3314954361681864, -0.038174715057491405, 0.20003613925925987]","[0.0671227672210345, 0.13593488556490563, 0.12802278863180985, 0.13329173705460906]","[0.835102135170926, 0.5000359364286588, 0.35723157838122377, 0.43031303903336304]",0.25195619931456326,0.1064207896255579,0.521513700454902,"[0.8541945201733535, 0.8617541376163164, 0.8463795192279026, 0.8432429515982847, 0.8687108160563284, 0.8596264976948467, 0.8583139556897968, 0.8342650008315274, 0.8662225459367051]","[0.9704945093784089, 0.9794274165940647, 0.9660655945653803, 0.9571045134781988, 0.9792177552994618, 0.9764620074880243, 0.9760642906164856, 0.9394628149367649, 0.9693997790060359]","[0.6815367256725517, 0.7087332339569686, 0.6849463339246693, 0.6866866661195824, 0.7100865717459149, 0.7009669898012949, 0.7002867258972215, 0.6945634751720715, 0.7202235578744624]","[0.7339630011501797, 0.7154928555794525, 0.7034823078280418, 0.7152315489310928, 0.7465854105000534, 0.7192394632863092, 0.7134394692103895, 0.7036612992905686, 0.7472546119083242]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,0,0,0,[0.95838931 0.9055849  0.80283619],[0.97337586 0.96781248 0.8270207 ],[0.64463225 0.55881888 0.66834812],[0.70517296 0.45543891 0.60460754],25,0.8529748649294331,0.058369677513837814,0.9294874181799547,0.8110805222264174,0.05202093347907066,0.9168271581206286,"[0.3981071705534973, 1.0, 0.06309573444801933, 0.01]","[0.8535335366444238, 0.25946935864336, -0.25389912445010315, 0.26931174807538344]","[0.06373899246359077, 0.11643176921403064, 0.15043993602902328, 0.12129763227238954]","[0.9311634333257207, 0.4961491033099066, 0.07176145685659385, 0.4381150091626872]",0.8127185792229481,0.05866562760743099,0.9174236006151931,"[0.9766622320120081, 0.9733801425708203, 0.9796051045686163, 0.9742473549394504, 0.967952613351961, 0.9758447985403919, 0.9761324244132776, 0.9759535678608001, 0.9755603247801838]","[0.9960903041915578, 0.9954343983505199, 0.9966981352365138, 0.9963004762130301, 0.996467871195542, 0.9962501023353515, 0.9966155817808784, 0.9961861302520957, 0.996253670528716]","[0.9440077280289549, 0.9384264533021843, 0.9527862611193351, 0.9450096353710706, 0.9174428086418468, 0.9467709238428025, 0.9476710763884872, 0.9476073878755935, 0.94789427293551]","[0.9310809044004925, 0.9212051006604877, 0.9376301276725366, 0.918381657141102, 0.9051950548599521, 0.9231035022992331, 0.9251826711709095, 0.9265170524698866, 0.9238470275901601]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,1,0,0,[0.95567308 0.89820259 0.80526999],[0.98237071 0.96653963 0.88539735],[0.62835676 0.44417151 0.53807166],[0.71289208 0.44792993 0.48977864],4,0.25694478029552187,0.12981712818145752,0.4732383948170211,0.11635184249318502,0.16369235515594482,0.259319141361824,"[0.3981071705534973, 1.0, 0.06309573444801933, 0.01]","[0.8535335366444238, 0.25946935864336, -0.25389912445010315, 0.26931174807538344]","[0.06373899246359077, 0.11643176921403064, 0.15043993602902328, 0.12129763227238954]","[0.9311634333257207, 0.4961491033099066, 0.07176145685659385, 0.4381150091626872]",0.18384621409179214,0.15620433968820557,0.3283870196580003,"[0.8713297903978074, 0.8823253121566466, 0.8536906435814324, 0.870641971098631, 0.8505891304317762, 0.8843698823418564, 0.8762996423046868, 0.8753306406479057, 0.8789675001547059]","[0.9646376294188638, 0.9699088543547103, 0.9435896544808505, 0.9697123041056476, 0.9578602181113937, 0.9723280261785483, 0.9670734484011282, 0.9707559273441183, 0.9661496711734641]","[0.7345626561029631, 0.7805522305565988, 0.7542351916265574, 0.7491238633541252, 0.7027700250497023, 0.7837333833776027, 0.7782650126004141, 0.7490244115711885, 0.7401687803941002]","[0.7095259367761967, 0.7060368414594459, 0.675068842054584, 0.6829575478835022, 0.6668450752021879, 0.7134262343605942, 0.6962347298630803, 0.701270052666023, 0.7332170937835754]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,2,0,0,[0.93743816 0.9405544  0.75090915],[0.96767984 0.96807982 0.8327438 ],[0.68969505 0.49223404 0.50041305],[0.51653647 0.54043044 0.37295787],25,-0.3073792475918662,0.17103946208953857,0.06514481036556974,-0.42618459157037963,0.2632646858692169,-0.09576762692947205,"[0.3981071705534973, 1.0, 0.06309573444801933, 0.01]","[0.8535335366444238, 0.25946935864336, -0.25389912445010315, 0.26931174807538344]","[0.06373899246359077, 0.11643176921403064, 0.15043993602902328, 0.12129763227238954]","[0.9311634333257207, 0.4961491033099066, 0.07176145685659385, 0.4381150091626872]",-0.4607498959931731,0.2161879266870087,-0.14887457630120804,"[0.7363382946972706, 0.715168712195729, 0.7039261384306602, 0.7129194515829694, 0.7374109203511505, 0.7221886192306967, 0.745676467550696, 0.7328411197280489, 0.730278190565004]","[0.8891985122243313, 0.88415789740495, 0.8698578130793195, 0.8855371741912688, 0.9019167647903416, 0.8875317708743874, 0.8960079490892054, 0.8915836988896574, 0.8969338602696437]","[0.5803849156757475, 0.5568037449492277, 0.5433134634069475, 0.5425772485790819, 0.5637075124582017, 0.5483436171948004, 0.5976673865340719, 0.5655204630627854, 0.5678277353247085]","[0.5597343768293018, 0.5297252042989912, 0.5210521342858396, 0.5272943193546252, 0.5550256796062266, 0.5452419918930135, 0.5676903716279119, 0.5676086215655861, 0.5344747145138838]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,3,0,0,[0.88504261 0.93193809 0.82187953],[0.90486949 0.94683706 0.88598823],[0.76108536 0.60318289 0.47355386],[0.69751054 0.60827087 0.39486403],25,0.24653545721587264,0.12428747117519379,0.3894268566461845,-0.1922048744726318,0.1571780890226364,0.2819471049068174,"[0.3981071705534973, 1.0, 0.06309573444801933, 0.01]","[0.8535335366444238, 0.25946935864336, -0.25389912445010315, 0.26931174807538344]","[0.06373899246359077, 0.11643176921403064, 0.15043993602902328, 0.12129763227238954]","[0.9311634333257207, 0.4961491033099066, 0.07176145685659385, 0.4381150091626872]",-0.1749624865099616,0.1525612136282124,0.2772088519287992,"[0.8677749537132528, 0.8630968683508721, 0.872623223878878, 0.8701564960955258, 0.8640825709061067, 0.8743334070891572, 0.8709158864142905, 0.8663385190369354, 0.8606363741261562]","[0.9725308835382226, 0.9733005215120561, 0.9757518349124724, 0.9686345180620212, 0.9721024415024037, 0.975437624585858, 0.9754924776463517, 0.9684954629797827, 0.9732457839583213]","[0.7168452206058866, 0.7112050526164003, 0.7217770968709432, 0.738075269346481, 0.7451179543183635, 0.7508226687707958, 0.7370148129629509, 0.7392592543166167, 0.727699757716581]","[0.6491354521305462, 0.6356959903535222, 0.6694824322545664, 0.6584746487044822, 0.6339271743738577, 0.6575477435396316, 0.6472396096033193, 0.6484184758923599, 0.6134697864327334]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,0,1,0,[0.95121019 0.92733968 0.9413389 ],[0.96652171 0.97465081 0.9735543 ],[0.59191895 0.59605723 0.76122839],[0.7406088  0.45501464 0.60020863],25,0.8664270441048686,0.053025901317596436,0.9384403266066835,0.8002563973651512,0.057184576988220215,0.9188966114977783,"[0.01, 0.025118864315095794, 0.15848931924611143, 0.06309573444801933]","[0.8681923774341574, 0.2861222485917996, -0.28132423788397537, 0.2848777118257667]","[0.06551959762107984, 0.11681655210427894, 0.1597513821904366, 0.10912074640482025]","[0.9374556007733201, 0.5147598793200199, 0.048947387631105066, 0.44945960430683074]",0.7966732577903403,0.06651811435043653,0.9124649212677541,"[0.9761102425802228, 0.9774476158137809, 0.978377289719449, 0.9767325795714221, 0.9738745224153843, 0.9771935643652238, 0.9780199468603366, 0.9791097201934499, 0.9726834298255378]","[0.9959859607560969, 0.9953279442108155, 0.9962690262465629, 0.9962825070248593, 0.9963815151544644, 0.9955682610802693, 0.9965634184649496, 0.9963107297686227, 0.9955652077427185]","[0.9442634328082445, 0.9441043745436675, 0.9426860789878466, 0.9479374112580924, 0.9311024631512484, 0.9360136897500136, 0.9430108207474216, 0.9452712295979041, 0.9355638405737065]","[0.9290559979868463, 0.9377864821637031, 0.9396628811445766, 0.9288804222649617, 0.92563948390807, 0.9403326441480108, 0.9381746205932712, 0.9432728085566368, 0.9195605027782268]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,1,1,0,[0.95793112 0.91962764 0.88759688],[0.97390778 0.97238919 0.92526045],[0.58585661 0.3920596  0.49884069],[0.7388914  0.43104749 0.49675155],9,0.26356021240727867,0.13214290142059326,0.4777477176935394,0.18326699644579805,0.15469205379486084,0.3084563798815033,"[0.01, 0.025118864315095794, 0.15848931924611143, 0.06309573444801933]","[0.8681923774341574, 0.2861222485917996, -0.28132423788397537, 0.2848777118257667]","[0.06551959762107984, 0.11681655210427894, 0.1597513821904366, 0.10912074640482025]","[0.9374556007733201, 0.5147598793200199, 0.048947387631105066, 0.44945960430683074]",0.1968195448940525,0.1441084978653817,0.31879238055938086,"[0.8718035004349685, 0.8835192410239187, 0.8252431151272962, 0.8591023193928583, 0.8692194757506805, 0.864796974688984, 0.8745493284935627, 0.8719706080391644, 0.8817675851286144]","[0.9648338324183818, 0.9713903703684457, 0.9307911112875984, 0.968034733209918, 0.9625048123473697, 0.9707817441908503, 0.9712867610393782, 0.9707097766266691, 0.9692893364210925]","[0.7358941468098665, 0.7750655592526622, 0.6841678734030623, 0.7353777860928107, 0.7478663422183383, 0.7366963723243037, 0.7665823223531606, 0.7339307169791622, 0.7413197054107252]","[0.7089205208568838, 0.7171089040672536, 0.6379206194460308, 0.651202571798039, 0.6980558003671954, 0.6623566353655547, 0.6832228664969203, 0.6958883324619699, 0.7348381637747536]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,2,1,0,[0.92835286 0.94628368 0.84464288],[0.95741844 0.9726404  0.91051199],[0.64891465 0.41479185 0.60048048],[0.56447566 0.55136054 0.3554786 ],25,-0.31156474058201133,0.1888822317123413,0.05775887671300928,-0.4825462708140953,0.2829415798187256,-0.15873922835876675,"[0.01, 0.025118864315095794, 0.15848931924611143, 0.06309573444801933]","[0.8681923774341574, 0.2861222485917996, -0.28132423788397537, 0.2848777118257667]","[0.06551959762107984, 0.11681655210427894, 0.1597513821904366, 0.10912074640482025]","[0.9374556007733201, 0.5147598793200199, 0.048947387631105066, 0.44945960430683074]",-0.5355297348851045,0.23335864397464046,-0.22021332442173658,"[0.7397536684688246, 0.7084644996292001, 0.7084517982232826, 0.7088692344575692, 0.7369567786457027, 0.7073801247361092, 0.7454152542892799, 0.7208879385699399, 0.725876131814641]","[0.8922546967827675, 0.8686403948062716, 0.8636478690752237, 0.8671555538243224, 0.8920505073095907, 0.868052657693721, 0.8941853426646631, 0.8782339959812809, 0.8819050842018831]","[0.5932987648125408, 0.5705835403640603, 0.5703406636395106, 0.5604228688406548, 0.5750077096626702, 0.5457223445568085, 0.5997872593377879, 0.5600492996685441, 0.57874318453003]","[0.5583889131793195, 0.5238320850830337, 0.5294242525944204, 0.5289586550689234, 0.5607685647109092, 0.5313357085691157, 0.5693129911607743, 0.5542544061165137, 0.5371747174136661]"
64,3,continuous,/logs,1.265961498923956,cebra-behavior,-1,5,0.0020507814090484,20000,1000,10,5,3,1,0,[0.9297064  0.91463807 0.83438213],[0.95380054 0.93784333 0.90701084],[0.76405624 0.4969685  0.54115047],[0.74196289 0.63349383 0.3663822 ],16,0.24086379451383344,0.10536877065896988,0.41954959667998626,-0.22167296454752616,0.16487817466259003,0.22412826878524572,"[0.01, 0.025118864315095794, 0.15848931924611143, 0.06309573444801933]","[0.8681923774341574, 0.2861222485917996, -0.28132423788397537, 0.2848777118257667]","[0.06551959762107984, 0.11681655210427894, 0.1597513821904366, 0.10912074640482025]","[0.9374556007733201, 0.5147598793200199, 0.048947387631105066, 0.44945960430683074]",-0.18167312763810403,0.1590454765750864,0.21002241445515146,"[0.8641145524543755, 0.859463855116268, 0.8537039662714978, 0.8652301180553182, 0.8644082655387847, 0.8647850605069847, 0.8694582744016328, 0.8739631631966326, 0.8637657355843423]","[0.9700014610411261, 0.9735598714232764, 0.9694049611861447, 0.9709216004627857, 0.9697181420098029, 0.970926488208991, 0.977251128828263, 0.970405013289453, 0.9747078113616253]","[0.7130861355999496, 0.6866139793937217, 0.6808125284042204, 0.7070200668664226, 0.7344302179380806, 0.7118430596940181, 0.7131173780779009, 0.7506170980454375, 0.7210281434559741]","[0.646974669867436, 0.6321673147769307, 0.6333456906851074, 0.6531978817962295, 0.64242457553075, 0.6511900997386176, 0.6508214202451855, 0.6713587493816787, 0.6250924659260643]"
