mode,usage_mode,valid_ratio,time_window,save_flag,latent_dim,logdir,steps,task,label_dim,batch_size,label_variable,epochs,lr
mode,usage_mode,valid_ratio,time_window,save_flag,latent_dim,logdir,steps,task,label_dim,batch_size,label_variable,epochs,lr,animal,seed,repeat,all,train,valid,test,knn,valid_total_r2,valid_position_error,valid_position_r2,test_total_r2,test_position_error,test_position_r2,all_run_consistency,train_run_consistency,valid_run_consistency,test_run_consistency
continuous,with-label,0.1,10,True,2,/logs,-1,HippocampusCV,3,200,position-direction,1000,0.00025,2,1,2,[0.32521345 0.1231402  0.2895538 ],[0.72839334 0.62370012 0.80195297],[0.71163073 0.78631995 0.80882952],[0.75393017 0.86081056 0.84630995],9,0.9324184465968469,0.049663245677948,0.9656914376864175,0.9337232918343128,0.04752989113330841,0.9664774407474689,"[0.7512200793878487, 0.7995621706518398, 0.6770874810336692, 0.7174013924763007, 0.7710834069951777, 0.5754536012084606, 0.737523878827677, 0.5666339105072331, 0.700555484800367]","[0.7503360964972524, 0.782872102379804, 0.6861179790777685, 0.7048787206702918, 0.7569502151735295, 0.5697964422350177, 0.7164534429253461, 0.5604341987032122, 0.6870971920916918]","[0.7434718290091004, 0.8291608369137035, 0.6571598559687253, 0.7197999110428647, 0.8013823396406032, 0.5669546868829609, 0.7156841473738301, 0.573505443071483, 0.6839819940175391]","[0.7423591507706839, 0.840751517457383, 0.6575926148792135, 0.7886136181826575, 0.802110778406052, 0.6128556957868903, 0.8235542142503876, 0.6090552185564511, 0.7579634162807364]"
continuous,with-label,0.1,10,True,2,/logs,-1,HippocampusCV,3,200,position-direction,1000,0.00025,3,1,2,[0.26121376 0.24478717 0.33434296],[0.93173316 0.68511485 0.89548337],[0.90576824 0.72454147 0.8859622 ],[0.91444815 0.71785414 0.89170095],25,0.46351685002720683,0.13308507204055786,0.5378530023591717,0.5920720830620914,0.12157721072435379,0.7723025615962336,"[0.8717107183234295, 0.9488108309090858, 0.8281854785241289, 0.4666597768780417, 0.5366247131490522, 0.6118630491927897, 0.8822735796850756, 0.7265660416933933, 0.9298345128401742]","[0.863267632956286, 0.9482001005654142, 0.8233787201956055, 0.4545050559753269, 0.5268033754765871, 0.5945984530153421, 0.8817333705374604, 0.7101502970060649, 0.9302670484587161]","[0.9045259805260419, 0.9518554826726169, 0.8508930434199999, 0.5517195863524481, 0.6050479849254015, 0.6540063750979298, 0.8957036768095705, 0.773085156863734, 0.9377562304948206]","[0.891519160901634, 0.9504894088739708, 0.8363313823668107, 0.5094045922985055, 0.5644142325558335, 0.6691778805713859, 0.8776867048162642, 0.7880506710781929, 0.9240291336237862]"
continuous,with-label,0.1,10,True,2,/logs,-1,HippocampusCV,3,200,position-direction,1000,0.00025,0,1,0,[0.01511355 0.01145129 0.04053333],[0.74848129 0.77260509 0.82835597],[0.65150044 0.66775892 0.78457115],[0.64698213 0.71147076 0.79559471],25,0.8364461084380118,0.21211281418800354,0.5156190509053522,0.8313132149211886,0.2159905731678009,0.4939396447098767,"[0.892980593838774, 0.9067982770831426, 0.9745836190028394, 0.959005918389521, 0.8561209005158221, 0.9755695578539723, 0.9190029597696349, 0.8476113018936371, 0.8933713935556602]","[0.9185057093429331, 0.9292114382825095, 0.9794157158141595, 0.9722051751229291, 0.8749533820607085, 0.983286240430367, 0.9365233078914288, 0.8687761580326787, 0.9243093132265349]","[0.8693605798110772, 0.8730060793511214, 0.9647283634560615, 0.9426399098637921, 0.8059651574229536, 0.966897184074864, 0.9028211604341433, 0.8183142772658623, 0.8705493302736913]","[0.8326069748593137, 0.8614249391078329, 0.961255756191095, 0.9246342986795673, 0.8271890220536866, 0.9486848800971026, 0.8697112626456629, 0.8105105536396243, 0.8122272406960434]"
continuous,with-label,0.1,10,True,2,/logs,-1,HippocampusCV,3,200,position-direction,1000,0.00025,1,1,0,[0.02842063 0.04105402 0.08482572],[0.51664648 0.62104374 0.79445918],[0.48521789 0.58915356 0.6818926 ],[0.37614176 0.50045883 0.68398373],25,0.7539441746976792,0.10486191511154175,0.8369690287941649,0.6497662788055418,0.11310738325119019,0.7983048872182447,"[0.6214965385606258, 0.9754637275840917, 0.9048917726997434, 0.5365906352918245, 0.9936681462722414, 0.573828418663594, 0.515062048961682, 0.590258680833904, 0.9671632217472972]","[0.6380222540519913, 0.9806152344504514, 0.9242232940616104, 0.5599963487353731, 0.9937971398880765, 0.6035816871141986, 0.5390956026412872, 0.5977620990257266, 0.9669088806412652]","[0.6515562538284705, 0.9811019834286485, 0.9279596480932457, 0.5463328476427294, 0.9926563412571866, 0.5839187039573537, 0.5261846064812439, 0.6236694517915186, 0.96773822607365]","[0.5634483011413172, 0.9528473137435747, 0.8283916073536376, 0.5045467342873997, 0.9937820975816196, 0.5103308404471811, 0.48667896327674315, 0.5431232105062125, 0.9663616543488214]"
continuous,with-label,0.1,10,True,2,/logs,-1,HippocampusCV,3,200,position-direction,1000,0.00025,2,1,0,[0.04368868 0.02436853 0.0309963 ],[0.56297241 0.65492076 0.55975428],[0.42375739 0.57539484 0.46706346],[0.46443591 0.45249169 0.42229738],25,0.926077935703344,0.01294851303100586,0.9514470750045402,0.926562597919577,0.05837523937225342,0.8376800210088471,"[0.7026891429674682, 0.9511992856342346, 0.9416719591656817, 0.955564767686284, 0.6632736845119278, 0.7449695020096178, 0.9576398420011731, 0.6658004477385545, 0.933553450350187]","[0.7375325139799738, 0.9584850490520167, 0.9486724048137611, 0.9638204796967149, 0.6925364728448509, 0.7620629856333396, 0.9651551953867619, 0.700413762346304, 0.9408710298051867]","[0.6153785874452231, 0.945504252924229, 0.9355290739159061, 0.9484008831345234, 0.5963408813226019, 0.6994319358903596, 0.9526467691750733, 0.5825696554265519, 0.925621107641394]","[0.6353754545105356, 0.9266723138993747, 0.9202878622707309, 0.9290005321794963, 0.6088561802318952, 0.7229139804503927, 0.9320090299825652, 0.6019370424535779, 0.9096113986326164]"
continuous,with-label,0.1,10,True,2,/logs,-1,HippocampusCV,3,200,position-direction,1000,0.00025,3,1,0,[0.0656268  0.07814721 0.04383213],[0.72847824 0.8593272  0.74865782],[0.77135086 0.74234224 0.69107249],[0.80203905 0.78554365 0.647715  ],16,0.14805528029386925,0.1466519832611084,0.36502826269674427,0.3026071717757514,0.18125227093696594,0.4512095759652477,"[0.9542428301968933, 0.9179772980508504, 0.8276925767540088, 0.9551772743718493, 0.9365584578559537, 0.9113199697317071, 0.9314530065386035, 0.9642953372511848, 0.905676504946633]","[0.9576877788998948, 0.9162770517431572, 0.8156159842076194, 0.9564115676900813, 0.9385280672512777, 0.9118286568327713, 0.9341083452153915, 0.9668216521490944, 0.9051754480489842]","[0.9561750387395118, 0.9233171005780485, 0.8649812303185351, 0.9636241212386742, 0.9314114608078021, 0.9230292294741025, 0.9389276615194477, 0.9643595253955466, 0.9200607514473658]","[0.9421946968273587, 0.9220725910704973, 0.8466081784437794, 0.9463752004404364, 0.9351459765741839, 0.9047840386790206, 0.9186500790976546, 0.9572123360655724, 0.9015866600008395]"
continuous,with-label,0.1,10,True,2,/logs,-1,HippocampusCV,3,200,position-direction,1000,0.00025,0,2,2,[0.15475683 0.47269887 0.26431991],[0.50902161 0.39813225 0.63425774],[0.39838538 0.39893771 0.59586476],[0.29542671 0.39165823 0.50435447],25,0.010986114660694213,0.32911407947540283,0.38531753448360806,-0.11446220709076242,0.29751524329185486,0.4114036826480444,"[0.7603558798133759, 0.782379579141606, 0.8061178850475943, 0.8673976020610248, 0.7622659381735217, 0.7514463694494438, 0.7352271396630314, 0.8661222843968125, 0.7386094836314052]","[0.744933453319069, 0.7614485594317741, 0.7775135750397506, 0.8560573864580447, 0.7404376893973219, 0.7308517436762358, 0.708701149729241, 0.852561221304142, 0.7176024450307636]","[0.8378004870234921, 0.84636598647888, 0.8587748027898867, 0.9052163277665948, 0.839674724876305, 0.8237445400624999, 0.8001363010201914, 0.9115095529683703, 0.8227181941011161]","[0.7826386353349223, 0.8216323219627242, 0.8717133149616958, 0.8919998916128173, 0.8072731295673886, 0.7897064339242832, 0.8008918385641541, 0.8943250754690498, 0.7788807773618669]"
continuous,with-label,0.1,10,True,2,/logs,-1,HippocampusCV,3,200,position-direction,1000,0.00025,1,2,2,[0.09160925 0.32793323 0.2215032 ],[0.2086659  0.50800309 0.71167833],[0.1588108  0.47653136 0.65346512],[0.1798224  0.62251829 0.73695929],25,0.7328656092029814,0.1693074107170105,0.7047186908389275,0.6930379166416927,0.18487852811813354,0.6999256697577858,"[0.20285363616685842, 0.3950895725744111, 0.40365972085188484, 0.3673316882167004, 0.4032564902156933, 0.35909194200507294, 0.0314636133497459, 0.33855374586784165, 0.43456471708122396]","[0.19892146906738256, 0.40370688696891843, 0.4191850953279583, 0.3707972002639863, 0.41073998567867565, 0.3666872767193471, 0.036648228427664964, 0.3413444071884608, 0.4359212460738342]","[0.21697623608818795, 0.3701289994124686, 0.3613089180664949, 0.3567272138058391, 0.3763136467676831, 0.34596692518448985, 0.024403763898389996, 0.3269932625714296, 0.4331578273966017]","[0.21338703757975036, 0.3840695535534574, 0.39170488477099996, 0.36588731044641554, 0.4077470382092873, 0.3499091666987292, 0.019170140894147036, 0.345255091225628, 0.44337803704334494]"
continuous,with-label,0.1,10,True,2,/logs,-1,HippocampusCV,3,200,position-direction,1000,0.00025,2,2,2,[0.43167363 0.23185038 0.24941444],[0.49889499 0.68694871 0.7272675 ],[0.41279255 0.57605871 0.70956669],[0.46135602 0.54103077 0.67340968],25,0.1690317053796512,0.11193642020225525,0.8525361186674962,0.4887430677813478,0.15756452083587646,0.8757399860973312,"[0.7268647729713527, 0.7915605024999068, 0.7252988933870993, 0.6474296258479756, 0.9658698282417191, 0.49242899050139716, 0.8571243808140796, 0.4683001745850605, 0.923332111109553]","[0.7210110231424312, 0.7755837133823338, 0.7226537907947201, 0.6102810380909501, 0.9683868724589303, 0.48731957806358966, 0.839475322379825, 0.4628991759440889, 0.9259620519148078]","[0.7282753417043213, 0.8115721957240332, 0.734612402935917, 0.6812448818403237, 0.9634601960160818, 0.4721005299384287, 0.863614474143675, 0.4602854702374012, 0.9144651494723459]","[0.7408629854712183, 0.8413215764395617, 0.7317553756372441, 0.7693030570421725, 0.9594950636902213, 0.5406603638698965, 0.9037991198995436, 0.5180847029688704, 0.9182780035051616]"
continuous,with-label,0.1,10,True,2,/logs,-1,HippocampusCV,3,200,position-direction,1000,0.00025,3,2,2,[0.12052279 0.23592542 0.30370554],[0.692191   0.77642527 0.58696577],[0.56979283 0.70796443 0.56426489],[0.54133209 0.78755907 0.55090611],25,0.5697240801544888,0.12851542234420776,0.5665426649579717,0.6835820714627991,0.12651056051254272,0.7198155111642065,"[0.8510237584847926, 0.9476321653694896, 0.8420826994274826, 0.5043008534950338, 0.5759577199515853, 0.6317403901296412, 0.9025286664531322, 0.7488659770437879, 0.9260980734836098]","[0.8380329743352848, 0.9468811567015889, 0.8349915271019532, 0.4919111097231509, 0.5663640215076854, 0.6137210608196781, 0.8998283161533069, 0.7347224728324682, 0.9237000907890762]","[0.8887527587913899, 0.9512969939579865, 0.8623896686069411, 0.5777700131544395, 0.6269074823302334, 0.6703998760370181, 0.9137556653035818, 0.7717082612025192, 0.9362264376503093]","[0.8903913800165073, 0.949631366637089, 0.8640324012899647, 0.5601440865578832, 0.6187676258817821, 0.6963796827339268, 0.9092782040238633, 0.816352778609974, 0.9318994293227318]"
