n_components,metric,n_jobs,logdir,algorithm,n_neighbors,steps,min_dist,offset_left,offset_right
n_components,metric,n_jobs,logdir,algorithm,n_neighbors,steps,min_dist,offset_left,offset_right,animal,seed,repeat,all,train,valid,test,knn,valid_total_r2,valid_position_error,valid_position_r2,test_total_r2,test_position_error,test_position_r2,all_run_consistency,train_run_consistency,valid_run_consistency,test_run_consistency
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,9,2,[0.08200428 0.60830185 0.78445029],[0.07949542 0.53733231 0.7245973 ],[0.04289241 0.56063898 0.81661555],[0.01642942 0.63868337 0.74979988],25,0.12432197262795656,0.1342536211013794,0.7160088342680742,0.33610853199739393,0.12500271201133728,0.7243409977248947,"[0.9900792110431059, 0.9898757475332436, 0.9920406320741264, 0.988496739262628, 0.9906776895205793, 0.9904870868306777, 0.9920102863376303, 0.9909905342214289, 0.9924734264563042]","[0.9914674898137379, 0.991746706293547, 0.9936949781632609, 0.9899140150330806, 0.9925343697073222, 0.9917357932329096, 0.9943994027958092, 0.9914725979770425, 0.9944812972349573]","[0.9841492802243398, 0.9822295100770939, 0.9831518730367228, 0.9800757268832141, 0.9809487234779632, 0.9831068471686522, 0.9844742423899314, 0.9898240828172931, 0.982035712035874]","[0.988787458678419, 0.9879590713311881, 0.9928907346810436, 0.9896352302944914, 0.9907712206966384, 0.9916152263108259, 0.9875966586477041, 0.9895638563078749, 0.9930273734174221]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,9,2,[0.07234186 0.33663546 0.11707401],[0.06516266 0.3076689  0.16789388],[0.03362049 0.18469248 0.03358261],[0.04642744 0.23665341 0.01175623],25,0.15590091354200833,0.2783766984939575,0.313558949047574,0.1740014307697986,0.22847163677215576,0.4430072148360996,"[0.8824065576089707, 0.5762030438372061, 0.9456955676842651, 0.9418930538456874, 0.6044297088265742, 0.9189527529911019, 0.8481020551229257, 0.7775569855989861, 0.9682071226920479]","[0.8930332318680645, 0.5619471784290258, 0.9444492625294272, 0.9335222185783962, 0.5944718641327995, 0.9149000855586491, 0.8576206273952205, 0.775548450164945, 0.963243847907256]","[0.8461893975094139, 0.565500273201871, 0.8927945510534482, 0.9572496828150356, 0.5829794922489611, 0.9101225886361192, 0.7618545317490568, 0.7310747508497533, 0.984397002864027]","[0.8547272360286529, 0.6219212567858436, 0.9744843931337955, 0.9586215811103195, 0.6431247129036401, 0.9316316929220145, 0.8517916058811531, 0.8025240568274561, 0.9757537816077897]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,9,2,[0.56192986 0.09268214 0.28797212],[0.44072554 0.08188321 0.14733559],[0.48830855 0.0815012  0.30263887],[0.69606094 0.12979771 0.57524049],25,-0.4756961596161433,0.5171558856964111,0.015086814779575075,-0.34671029488337335,0.6053098440170288,-0.1657137009821381,"[0.6839656150570192, 0.6396134639199644, 0.7549594175386072, 0.5400716827924253, 0.767051710001222, 0.7595061354831231, 0.3687167268859753, 0.4482459369100285, 0.8337662701803302]","[0.7213794410847963, 0.6517178000972521, 0.7649183800855941, 0.555592489075869, 0.7762127465850085, 0.7651565127855123, 0.3729127437684384, 0.4526311680741875, 0.8290664822742223]","[0.6209040688289269, 0.5886837128836047, 0.7448243007298978, 0.519359314946177, 0.7442012700408447, 0.7542567248238892, 0.38296533442647146, 0.5107068077241885, 0.8585073462202623]","[0.6193020307358931, 0.6342670587385496, 0.7295489233967034, 0.5113586297853395, 0.7444228365741516, 0.7418602751932143, 0.3702203095838499, 0.44485750664606466, 0.8351451672046005]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,9,2,[0.8549469  0.14710783 0.44637305],[0.81525963 0.17531874 0.35090663],[0.84458761 0.05035072 0.4070955 ],[0.73905597 0.04800042 0.59200726],25,0.15656198990111603,0.3857109546661377,0.07673777970136408,0.16215353998939486,0.4047553241252899,0.15913386206017865,"[0.9643738190113845, 0.9682929473787387, 0.9681529193907397, 0.9693024903732488, 0.967164404832797, 0.966491977232537, 0.9685501803316232, 0.969439079606737, 0.972059554535007]","[0.9590082058266989, 0.963790154205769, 0.9643440150052041, 0.9651946025497109, 0.9628816469340571, 0.9623277304960492, 0.9639853691946301, 0.9655564376526841, 0.9677599599762716]","[0.9835020557492775, 0.9859503634514883, 0.9837875509701488, 0.9844429125558074, 0.9852361672750769, 0.9828639141841684, 0.9859229131167976, 0.9826697487843283, 0.9868328460035276]","[0.9766285402446327, 0.9770083673851109, 0.9744447867570868, 0.978212546336988, 0.973837418972615, 0.9742524128737355, 0.977427258375952, 0.9789236960925096, 0.9829957931496716]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,8,1,[0.45093605 0.44558542 0.80656674],[0.35123756 0.43829072 0.81478289],[0.16222165 0.19909596 0.63993591],[0.33022873 0.27307294 0.76704689],25,0.15293118071064302,0.1694529503583908,0.4943596289197769,0.33909883708171223,0.14313364028930664,0.6163518383675919,"[0.9895371676674021, 0.990269974171339, 0.9921712928298434, 0.9889684251503087, 0.9912759580369389, 0.989147876624672, 0.9894674360130037, 0.9895846417712002, 0.9925013183250249]","[0.9882635160877876, 0.9903896891230011, 0.9912086297052829, 0.9888779696365925, 0.9901714013292005, 0.9886227637529066, 0.9882241434053987, 0.9892258579227701, 0.9912113634312778]","[0.9870940267426456, 0.9869449700004462, 0.9935856475935847, 0.984460148147982, 0.989782080918707, 0.9869201238046205, 0.9874062102072851, 0.9874056045816311, 0.9919439278694964]","[0.9956188429402004, 0.9923027952910057, 0.9943330340868317, 0.992754045101958, 0.9960281276968405, 0.9926495918793541, 0.9950598033521703, 0.9924070418025737, 0.9970990396344925]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,8,1,[0.33387831 0.33535004 0.26931952],[0.32703981 0.35552434 0.19949282],[0.23238758 0.01747526 0.22268991],[0.24109366 0.09116361 0.23396088],25,-0.13562090303308008,0.21322715282440186,0.32389282341613146,-0.09874953432669187,0.2316877245903015,0.45525795877487363,"[0.8855946849490599, 0.5888969231388135, 0.9490870365243106, 0.9489592828752781, 0.6173751845090676, 0.9276682080612046, 0.8533348156780909, 0.7620857081518271, 0.9680652525549489]","[0.8764264228053026, 0.588559797588301, 0.9521188194882246, 0.946950095872622, 0.614791294609188, 0.9253934490729991, 0.8414339879479549, 0.7661747417354572, 0.963739253854542]","[0.9138839670964054, 0.648951183713412, 0.961501764586949, 0.9529799225998268, 0.6754691938725218, 0.9354118218653356, 0.8585371244365407, 0.7477165860648247, 0.9841503142275106]","[0.896881270108691, 0.5591337427969466, 0.9315485287959191, 0.9533340572240494, 0.5958796897744973, 0.929679468757564, 0.8889278093647095, 0.7580797448556416, 0.9718309465376911]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,8,1,[0.41746143 0.28541749 0.40249503],[0.32203757 0.30301613 0.26947363],[0.17430401 0.01427804 0.08667719],[0.34427683 0.079727   0.15456506],16,-0.6170195286798251,0.5002573728561401,-0.027883831706930984,-0.5892948576002102,0.46032872796058655,-0.01409147559796775,"[0.6474086632303002, 0.6863261448600229, 0.818103582829524, 0.5030110705441064, 0.7564256101671956, 0.7951640318260536, 0.3559819853551966, 0.4134316519339859, 0.8333782768783478]","[0.6503943348705155, 0.6985838690954531, 0.8161073925907594, 0.5126900962003358, 0.7528941679941381, 0.7913891466833856, 0.35909172730242467, 0.4064626002147257, 0.827282273353209]","[0.6549325838594429, 0.6082116834167907, 0.8191656684952935, 0.43203947490316263, 0.7602179441332126, 0.8132537914604008, 0.3376001445732776, 0.4388357616994562, 0.8321259626184558]","[0.6334227720855121, 0.6648987172570775, 0.8299587063247711, 0.5099956692647339, 0.777036244928542, 0.8051971948847483, 0.3620607131022161, 0.4631330395130401, 0.8759610475138244]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,8,1,[0.86341707 0.37600989 0.34341876],[0.86108137 0.25679055 0.24017787],[0.70431472 0.1604866  0.07871576],[0.66329682 0.28368892 0.14648873],25,-0.05651115471322302,0.43544861674308777,0.13944891250903924,-0.09614570875398214,0.4377991855144501,0.026656976819032896,"[0.9686206249505749, 0.9707735956871824, 0.9681295512196888, 0.9724547984961277, 0.972332603133246, 0.9664959964230986, 0.9682734121065981, 0.9721609631083296, 0.97201727885527]","[0.9674387544195818, 0.971266606891672, 0.9697175032262353, 0.9724763156740702, 0.9725904945129564, 0.968198932482214, 0.9678627987094169, 0.9713785079205515, 0.9707971187180066]","[0.9708853016896424, 0.9636011152576938, 0.9668806015998093, 0.974432724603979, 0.9731661422922256, 0.9633416561390118, 0.9680010993345937, 0.972368306434077, 0.9714489033995638]","[0.9687082942629321, 0.9744995609320203, 0.9635708217517783, 0.969658122790342, 0.9698796228513523, 0.9631367216300919, 0.9687975622487862, 0.9732855914022023, 0.9746315432859616]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,9,1,[0.47756483 0.69021488 0.76255126],[0.37483514 0.57879892 0.75762113],[0.32297599 0.56312508 0.64155474],[0.34020279 0.61446135 0.71641527],16,0.11207603908534776,0.1532723307609558,0.5199222525565966,0.4730568895893539,0.11640214920043945,0.6542134011454543,"[0.9900792110431059, 0.9898757475332436, 0.9920406320741264, 0.988496739262628, 0.9906776895205793, 0.9904870868306777, 0.9920102863376303, 0.9909905342214289, 0.9924734264563042]","[0.9887811081215863, 0.9891072740617968, 0.9912597291232688, 0.9883317021678077, 0.9897842831033362, 0.989558166064493, 0.9903058188593283, 0.9909493250461517, 0.991183576539967]","[0.9896657024738804, 0.9882490812121815, 0.9927531327000652, 0.9842519333037105, 0.9885644222339767, 0.9897973090059404, 0.9934547404510715, 0.9873295096635044, 0.9919032546318682]","[0.9946955442485927, 0.9935993037311998, 0.9940096723767083, 0.9923400425416185, 0.9951789477500129, 0.9941677510521041, 0.9964115080997582, 0.9940298100949067, 0.9970849044619916]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,9,1,[0.4346311  0.74021998 0.26231033],[0.4044312  0.66497338 0.17557659],[0.34324206 0.48071278 0.21264018],[0.31933479 0.55622457 0.21339876],25,-0.21691948041571266,0.2374563217163086,0.31880841171647023,-0.17903297362582396,0.26406216621398926,0.3955767971613683,"[0.8824065576089707, 0.5762030438372061, 0.9456955676842651, 0.9418930538456874, 0.6044297088265742, 0.9189527529911019, 0.8481020551229257, 0.7775569855989861, 0.9682071226920479]","[0.8719318634299817, 0.5726021058449793, 0.9450330781494238, 0.9358352370499782, 0.5995638871600691, 0.9160343358012888, 0.8353116025686096, 0.7778172462109529, 0.9641953473739588]","[0.9087472724446302, 0.644967099099173, 0.9646985792192639, 0.9545385604219341, 0.6692937229378815, 0.9256311228545764, 0.8527369805521198, 0.7679688724628733, 0.9839210500251041]","[0.8995394114912205, 0.5523800879946164, 0.9362376124221842, 0.9538092460452373, 0.5871004436651562, 0.9245354651820814, 0.886843617491155, 0.781992799798346, 0.9712690810275967]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,9,1,[0.4255235  0.49295989 0.24931775],[0.35123539 0.43374291 0.1445608 ],[0.5260643  0.39520387 0.41714661],[0.51711611 0.32578848 0.30978659],25,-0.32859724110563715,0.4524419605731964,0.08223896176647638,-0.40331792545774986,0.4473915696144104,0.060080898562443474,"[0.6839656150570192, 0.6396134639199644, 0.7549594175386072, 0.5400716827924253, 0.767051710001222, 0.7595061354831231, 0.3687167268859753, 0.4482459369100285, 0.8337662701803302]","[0.6881925306712385, 0.6466369201812636, 0.7472457832767769, 0.5506799251737229, 0.7622280727038733, 0.7518137600513248, 0.36760356623501667, 0.4416576637922504, 0.8277544963591814]","[0.7026248644760498, 0.5908925194124512, 0.8074612066063678, 0.4549423433912772, 0.79997393349889, 0.8044480974188717, 0.3857427224560296, 0.46996853964113255, 0.8328695996939323]","[0.6573364543933491, 0.634977975604144, 0.7685522532156233, 0.5434839158027115, 0.774236612133638, 0.7780009279742426, 0.38293303000574935, 0.5006542897975803, 0.875333475369091]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,9,1,[0.85333132 0.28609107 0.33898493],[0.82282791 0.19237717 0.24006818],[0.70759006 0.22122844 0.4810537 ],[0.70894218 0.21809803 0.39826254],16,-0.0534047236838188,0.41811996698379517,0.14640969448341634,-0.12025707539219936,0.42208045721054077,-0.02098278598123171,"[0.9643738190113845, 0.9682929473787387, 0.9681529193907397, 0.9693024903732488, 0.967164404832797, 0.966491977232537, 0.9685501803316232, 0.969439079606737, 0.972059554535007]","[0.96074468570848, 0.9677593518185887, 0.9692810264872112, 0.9686950591900456, 0.9651532554287837, 0.9662899136153305, 0.9680388066468684, 0.9676089575238617, 0.9708219015786176]","[0.968705537764776, 0.9639189303142195, 0.9674273458824033, 0.9654470768009737, 0.9673026950576395, 0.9628887166981267, 0.969457984749859, 0.9727118177706027, 0.9714921675599414]","[0.9688680125145818, 0.9720072854155977, 0.9641534915317373, 0.9728166260357451, 0.9711905055642327, 0.9686317715306864, 0.9680099514073042, 0.9703784793584678, 0.9747111046432517]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,8,0,[0.08200428 0.60830185 0.78445029],[0.09603254 0.70743653 0.8073539 ],[0.12178458 0.60516853 0.58482436],[0.00413723 0.15574889 0.51480717],16,0.3612494186873751,0.11696377396583557,0.6413682594416343,0.4990016669194324,0.11868071556091309,0.7361930788214478,"[0.9895371676674021, 0.990269974171339, 0.9921712928298434, 0.9889684251503087, 0.9912759580369389, 0.989147876624672, 0.9894674360130037, 0.9895846417712002, 0.9925013183250249]","[0.9894455758751727, 0.9883818482738043, 0.9931766219873603, 0.9874210093889368, 0.9908205952345719, 0.9890829445418577, 0.9882057718568807, 0.9888496189191802, 0.9915586095396175]","[0.9849868772368312, 0.9945208912336023, 0.9860165648234254, 0.9927136622432674, 0.9870865147173671, 0.9834710294761202, 0.98922423076232, 0.9871407728643753, 0.9908600974972399]","[0.9928055201652186, 0.9932731572633884, 0.9929750524409751, 0.9912594563193275, 0.9953138463240347, 0.9930124847740549, 0.9933723978743362, 0.9934641628994969, 0.996444493161392]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,8,0,[0.07234186 0.33663546 0.11707401],[0.06432788 0.22879254 0.08760939],[0.14303264 0.33351436 0.09806642],[0.01440856 0.06820474 0.12457779],25,-0.14363959082368352,0.23824819922447205,0.19170368898828538,-0.20912212615763034,0.261868417263031,0.2410612073358872,"[0.8855946849490599, 0.5888969231388135, 0.9490870365243106, 0.9489592828752781, 0.6173751845090676, 0.9276682080612046, 0.8533348156780909, 0.7620857081518271, 0.9680652525549489]","[0.8775810020096116, 0.5994844908388801, 0.942941761524543, 0.9562171220113072, 0.6275915840107517, 0.9291915311139938, 0.8519769260335859, 0.7560677126611379, 0.9780685902280439]","[0.9017998465093706, 0.515589934313609, 0.9472250803907474, 0.9523291918278194, 0.5570124557055509, 0.9196113708575613, 0.8827741559487297, 0.76878358238743, 0.9658809914182286]","[0.8941412823035526, 0.5965837394028357, 0.9668283580483645, 0.9230346105684123, 0.6190727435936236, 0.9236553736780971, 0.8341319770611263, 0.7655768772471225, 0.9377130083159981]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,8,0,[0.56192986 0.09268214 0.28797212],[0.7169876  0.08875188 0.51119613],[0.41872058 0.08835458 0.13373944],[0.14456398 0.01685014 0.0102654 ],25,-0.500691515895692,0.5223524570465088,0.01777417228300049,-0.4991240610777988,0.5476486086845398,-0.3127352189698249,"[0.6474086632303002, 0.6863261448600229, 0.818103582829524, 0.5030110705441064, 0.7564256101671956, 0.7951640318260536, 0.3559819853551966, 0.4134316519339859, 0.8333782768783478]","[0.6129274392251953, 0.6461633115699152, 0.8040628106679091, 0.4717473917757767, 0.7506455226795063, 0.7846092485916598, 0.35170293740855907, 0.43528750848464937, 0.8472858287080044]","[0.722257593304997, 0.7268136166832448, 0.8288005475311309, 0.5451952636735167, 0.7718148600395284, 0.8216948862985227, 0.37949904494933234, 0.4592755682278212, 0.8476772338009595]","[0.6616586269340763, 0.7243313959407164, 0.8247711545329247, 0.5135863131030276, 0.7432544835390508, 0.7763262934572213, 0.3662264469035446, 0.3728927786872658, 0.7849284060887696]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,8,0,[0.8549469  0.14710783 0.44637305],[0.86209392 0.14449637 0.59213494],[0.60656115 0.08110241 0.15981168],[0.56160041 0.10892904 0.09158161],16,-0.2025585380281972,0.4288475215435028,-0.09366344645778524,-0.08838002460959449,0.39140427112579346,0.028767485724347175,"[0.9686206249505749, 0.9707735956871824, 0.9681295512196888, 0.9724547984961277, 0.972332603133246, 0.9664959964230986, 0.9682734121065981, 0.9721609631083296, 0.97201727885527]","[0.973218358369282, 0.974534317974468, 0.9706276585986465, 0.9747964244637868, 0.9749859328910477, 0.96969820124304, 0.9731510397115678, 0.9763683515748256, 0.9778525821233615]","[0.956202887421165, 0.9610205519588417, 0.9559777839660465, 0.9599320789525171, 0.9686245645503169, 0.9558618205625926, 0.9478167948795511, 0.9591789309525907, 0.9537992207114908]","[0.9594675229831772, 0.9629090498008301, 0.965072209783596, 0.9704273865009072, 0.9652130455263279, 0.960230131955972, 0.9629264284619531, 0.965267454612879, 0.9628223433351473]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,9,0,[0.34981505 0.50277453 0.7536628 ],[0.33439289 0.58930697 0.79058592],[0.229378   0.53499189 0.57760167],[0.28160555 0.16915421 0.40929683],16,0.475469179220863,0.10243965685367584,0.6637105241937347,0.5762555354433051,0.11038751900196075,0.7434328026490981,"[0.9900792110431059, 0.9898757475332436, 0.9920406320741264, 0.988496739262628, 0.9906776895205793, 0.9904870868306777, 0.9920102863376303, 0.9909905342214289, 0.9924734264563042]","[0.9897994574904394, 0.9885387592502806, 0.9909875501494274, 0.9870548146928424, 0.9894569238183204, 0.9900149647300738, 0.9910633061462608, 0.9904883368316835, 0.9915230823730857]","[0.9853315155119404, 0.9894678131472435, 0.9927799525081358, 0.9892982038312823, 0.9872334330243713, 0.9872538865550321, 0.992241673772243, 0.9875438632940459, 0.9907855521771074]","[0.9941045071866539, 0.9941063113045887, 0.9947661193224007, 0.9923328271450195, 0.996608585923777, 0.994039726081071, 0.9945795446867222, 0.9948459512573, 0.9964406969009127]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,9,0,[0.47550097 0.66459062 0.26694108],[0.42276098 0.63385225 0.26213111],[0.32818044 0.4281847  0.13638206],[0.54299863 0.22242853 0.26091129],16,-0.2918274772155604,0.25572437047958374,0.19958074679763305,-0.28652764022639465,0.2900470495223999,0.19077453314813297,"[0.8824065576089707, 0.5762030438372061, 0.9456955676842651, 0.9418930538456874, 0.6044297088265742, 0.9189527529911019, 0.8481020551229257, 0.7775569855989861, 0.9682071226920479]","[0.8815777453012205, 0.5944236689834177, 0.9476228080516409, 0.9565099086876938, 0.6198058205567247, 0.9258226873468033, 0.850633083302466, 0.7770243410149951, 0.9773797374146072]","[0.9111747830951065, 0.5071154397891402, 0.9483234810449919, 0.9574327587054192, 0.5457099389205458, 0.9133109105797055, 0.8887593443330821, 0.791159424822546, 0.9658508166893012]","[0.8615480342890254, 0.5580349258014797, 0.9365108884622289, 0.8838905651693473, 0.5916602379496996, 0.8992832188512714, 0.8097269076917258, 0.7579330883349868, 0.9399399856441619]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,9,0,[0.58962522 0.4244307  0.26892227],[0.62926965 0.32531233 0.36480599],[0.42123304 0.22093535 0.15759149],[0.1672462  0.12657881 0.01292878],25,-0.5547287543181673,0.5744542479515076,-0.04351190939165872,-0.5509297614475482,0.5627486705780029,-0.28677237708619674,"[0.6839656150570192, 0.6396134639199644, 0.7549594175386072, 0.5400716827924253, 0.767051710001222, 0.7595061354831231, 0.3687167268859753, 0.4482459369100285, 0.8337662701803302]","[0.6371550573502907, 0.6153931555840955, 0.752079795954218, 0.5051003031266246, 0.758761953088123, 0.760987673491067, 0.376569908310224, 0.4723178770330371, 0.8473342960992332]","[0.7547717766532731, 0.685807274286786, 0.7866985139119466, 0.5615961993143137, 0.7829718492282114, 0.808427885424317, 0.38896829207066164, 0.4770698688892542, 0.8435754338288071]","[0.7390796435653881, 0.6541356348027878, 0.7313896432678282, 0.5664495847295292, 0.7595174543857153, 0.7067540593074887, 0.36131668913946774, 0.43460633368125795, 0.7800192724697997]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,9,0,[0.83730748 0.37902097 0.53513333],[0.86205297 0.29720063 0.59311825],[0.58621957 0.10377585 0.24278845],[0.46476636 0.22852933 0.15232941],16,-0.1717506193666023,0.4072190821170807,0.006616597544518155,-0.08193461743917592,0.3841562271118164,0.07868914139697702,"[0.9643738190113845, 0.9682929473787387, 0.9681529193907397, 0.9693024903732488, 0.967164404832797, 0.966491977232537, 0.9685501803316232, 0.969439079606737, 0.972059554535007]","[0.9735064908552307, 0.9736633021719179, 0.9711855372316132, 0.9742921405045757, 0.9736285399890265, 0.9711564282471429, 0.9739958173998262, 0.9753094465928274, 0.9778970936834231]","[0.9416136046366429, 0.9519525413659234, 0.9507229291030326, 0.9391328691182117, 0.9488862984476313, 0.9477913191651008, 0.9542538740693125, 0.9564793625733561, 0.9538578835631892]","[0.9469470179662183, 0.9586291302121156, 0.9665060385512421, 0.9684726084646379, 0.9556370093815072, 0.9603054537142353, 0.9581961725824388, 0.9568061358312914, 0.9628823125614734]"
