,batch_size,conditional,delta,device,learning_rate,loss_distance,model,num_hidden_units,num_output,num_steps,save_frequency,share_model,temperature,time_offset,tqdm,train_ratio,valid_frequency,valid_ratio,variant,steps,data_mode,repeat,valid_accuracy,test_accuracy,train_consistency_raw,train_consistency,valid_consistency_raw,valid_consistency,test_consistency_raw,test_consistency,valid_accuracy_raw,test_accuracy_raw
0,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,50,multi-session,4.0,36.30190796857464,35.24130190796858,"[0.5636918  0.63009056 0.75766131 0.58467016 0.50708121 0.56755964
 0.64763784 0.50068442 0.64316203 0.76730907 0.56506926 0.63460827]",0.6141021305195812,"[0.3596266  0.45227737 0.59155201 0.37215808 0.28643716 0.37310817
 0.4853895  0.29290208 0.45766664 0.62846448 0.35774923 0.45573997]",0.42608927481331893,"[0.35555224 0.43459746 0.62684801 0.39503484 0.26953033 0.38503025
 0.48308788 0.26288113 0.47222786 0.65013084 0.36299227 0.45122284]",0.42909466232702415,[44.84848485 21.14478114 35.01683502 44.19753086],[43.61391695 20.13468013 33.15375982 44.06285073]
1,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,50,single-session,4.0,40.791245791245785,41.015712682379345,"[0.52427814 0.42629394 0.66564004 0.45346729 0.22991042 0.35445352
 0.40702306 0.25816762 0.4008113  0.65186827 0.46110379 0.45535583]",0.440697767935594,"[0.33202429 0.33058392 0.54696701 0.3316492  0.17159962 0.24486582
 0.34424547 0.17650073 0.32899062 0.59195374 0.29882725 0.31225663]",0.33420535920483896,"[0.42049223 0.36467362 0.58839761 0.4124342  0.19544871 0.33240294
 0.367126   0.24516044 0.33868422 0.58678959 0.33683069 0.35721097]",0.3788042686123499,[51.91919192 21.70594837 35.12906846 54.41077441],[51.24579125 22.64870932 35.01683502 55.15151515]
2,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,100,multi-session,4.0,39.455667789001126,39.78114478114478,"[0.79257931 0.84231724 0.9049167  0.79843221 0.75516776 0.78895901
 0.84729963 0.75344599 0.848574   0.91272458 0.79602191 0.85212606]",0.8243803672954982,"[0.39638759 0.54798903 0.69052109 0.39691675 0.31846084 0.40408153
 0.55278325 0.31655515 0.54543115 0.69002236 0.39226171 0.54239002]",0.4828167060781096,"[0.45268324 0.50267854 0.69587602 0.47202254 0.32997266 0.43943238
 0.52068245 0.34709462 0.51491121 0.71594493 0.45938768 0.5116795 ]",0.4968638152183099,[47.81144781 24.35465769 37.46352413 48.19304153],[45.20763187 26.8013468  37.5308642  49.58473625]
3,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,100,single-session,4.0,45.80246913580247,44.9719416386083,"[0.65043669 0.54798682 0.76252718 0.51454593 0.35819421 0.48112608
 0.47651712 0.40106255 0.49805768 0.72185406 0.62559286 0.5692843 ]",0.5505987884832008,"[0.37139397 0.36639454 0.59746114 0.33260774 0.20037238 0.28564902
 0.34744761 0.22558035 0.36494425 0.60482304 0.35971584 0.37199361]",0.36903195645315834,"[0.45801076 0.39787791 0.61816987 0.38238052 0.21856257 0.33117305
 0.36826373 0.26834759 0.35842045 0.59228039 0.38240675 0.40256331]",0.3982047413064019,[59.23681257 23.81593715 39.52861953 60.6285073 ],[55.89225589 25.31986532 37.9349046  60.74074074]
4,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,150,multi-session,4.0,41.79012345679012,41.22334455667789,"[0.8689553  0.90335541 0.94496994 0.87289459 0.84334775 0.87419674
 0.90855559 0.84459417 0.91149613 0.94787513 0.87417    0.90967651]",0.8920072718976879,"[0.40824721 0.54726484 0.69843714 0.40845041 0.33841736 0.39089119
 0.56625618 0.3410199  0.55148672 0.71583999 0.39618218 0.55263029]",0.49292695073476905,"[0.45796917 0.53429649 0.71567735 0.47687461 0.35646688 0.45658071
 0.54379826 0.36282069 0.55178849 0.72488311 0.46841003 0.54512965]",0.516224619902588,[50.57239057 26.55443322 40.31425365 49.71941639],[48.75420875 27.67676768 39.30415264 49.15824916]
5,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,150,single-session,4.0,47.525252525252526,46.59371492704826,"[0.72016309 0.59429397 0.76996068 0.54261444 0.42065034 0.48491231
 0.52971232 0.49299773 0.50959822 0.75457785 0.68497362 0.60517368]",0.5924690204183936,"[0.38179439 0.37121935 0.58184648 0.32624497 0.21629093 0.28600557
 0.36303815 0.25194978 0.35912437 0.60627395 0.36278174 0.39731736]",0.37532392063109155,"[0.46583084 0.4049327  0.60459448 0.37814851 0.22690463 0.3047281
 0.37019163 0.2765524  0.34529488 0.62038281 0.3983661  0.41064578]",0.4005477383930895,[59.7979798  25.47699214 42.24466891 62.58136925],[56.83501684 25.23007856 41.84062851 62.4691358 ]
6,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,200,multi-session,4.0,41.4983164983165,41.41975308641976,"[0.92018821 0.94109819 0.96604347 0.92473934 0.90728798 0.92859742
 0.94343954 0.90478211 0.94793811 0.9669766  0.92433293 0.94644892]",0.9351560684406154,"[0.38886287 0.53978458 0.70277886 0.39145815 0.32832915 0.37066068
 0.55793156 0.33811521 0.5506775  0.71504932 0.37610589 0.55084028]",0.4842161711701065,"[0.45345765 0.53286588 0.72270414 0.4727637  0.35728333 0.45844409
 0.55400484 0.35836911 0.55686941 0.73415996 0.46035981 0.54429494]",0.5171314048917497,[51.51515152 26.44219978 40.15712682 47.87878788],[49.8989899  27.76655443 38.38383838 49.62962963]
7,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,200,single-session,4.0,48.92255892255892,48.973063973063965,"[0.75236763 0.62100953 0.78288471 0.55578074 0.46017902 0.50276417
 0.5516243  0.54021902 0.52331282 0.77757991 0.71464658 0.6225233 ]",0.6170743105517598,"[0.38309459 0.38258708 0.57644562 0.3168947  0.22668787 0.29087539
 0.36712577 0.26917965 0.36164545 0.60095731 0.37178571 0.40700871]",0.37952398868327786,"[0.46694043 0.40920277 0.60572164 0.3570318  0.22896478 0.29338878
 0.37249644 0.27552184 0.34851529 0.61795938 0.39870577 0.40425609]",0.3982254176397432,[61.84062851 26.37485971 44.06285073 63.41189675],[58.87766554 28.26038159 43.72615039 65.02805836]
8,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,250,multi-session,4.0,41.447811447811446,42.59259259259259,"[0.94501573 0.95748549 0.97433327 0.94757988 0.93643172 0.95081613
 0.95843496 0.9347152  0.96240303 0.9747794  0.94839436 0.9618041 ]",0.9543494396700718,"[0.38199711 0.53548162 0.70666155 0.38464652 0.31961582 0.36690705
 0.55395001 0.33063762 0.54737108 0.71708306 0.37024218 0.54220951]",0.4797335944470224,"[0.4523644  0.52021502 0.7227865  0.46768289 0.3428761  0.454117
 0.54391194 0.34656228 0.55051159 0.73280395 0.45336875 0.5336833 ]",0.5100736413549687,[50.3030303  26.08305275 40.80808081 48.59708193],[51.335578   28.73176207 39.55106622 50.75196409]
9,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,250,single-session,4.0,49.741863075196406,50.37037037037037,"[0.76348481 0.6269536  0.78238471 0.57211492 0.48487925 0.51551647
 0.55024919 0.5664469  0.52913088 0.79329188 0.73768836 0.62775995]",0.6291584100737151,"[0.37953423 0.38215773 0.57606172 0.30569788 0.2234997  0.27970298
 0.36489096 0.27139404 0.35787445 0.60660731 0.3733928  0.4026143 ]",0.3769523417173149,"[0.45105652 0.39129775 0.60338647 0.34470195 0.21999072 0.28602059
 0.35900107 0.26215717 0.34813241 0.61251728 0.38775768 0.39059346]",0.38805109005560146,[62.31200898 27.07070707 45.65656566 63.92817059],[60.         29.33782267 44.46689113 67.67676768]
10,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,300,multi-session,4.0,41.576879910213236,41.76767676767677,"[0.95824248 0.96639088 0.97895156 0.95951564 0.95240286 0.96264678
 0.96663029 0.95123038 0.97028279 0.97918764 0.96143525 0.97019617]",0.9647593921658715,"[0.37445112 0.52455617 0.70629886 0.37703627 0.30710891 0.35818419
 0.54401655 0.32039742 0.53490498 0.71561336 0.35969574 0.52777811]",0.4708368072168475,"[0.44870416 0.50558978 0.71921695 0.46145095 0.33042794 0.45040078
 0.536216   0.33803959 0.54396811 0.72993568 0.44809767 0.51945437]",0.50262516616423,[50.88664422 25.85858586 40.80808081 48.75420875],[50.97643098 28.52974186 37.08193042 50.48260382]
11,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,300,single-session,4.0,49.98316498316498,50.1010101010101,"[0.76777466 0.63965191 0.77722491 0.58779254 0.50564854 0.53772229
 0.56162294 0.58396025 0.53569853 0.80156257 0.75733685 0.63841779]",0.6412011486083246,"[0.37446131 0.38712858 0.56907691 0.29586682 0.2208166  0.27902086
 0.35981098 0.2693946  0.35409769 0.59695416 0.37214669 0.40246582]",0.3734367532191435,"[0.44279776 0.39130284 0.60382905 0.34021864 0.22383441 0.28750597
 0.36100437 0.26208886 0.34825638 0.60784433 0.38586629 0.38822493]",0.3868978196631945,[61.88552189 27.6318743  45.83613917 64.57912458],[58.33894501 30.61728395 44.28731762 67.16049383]
12,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,350,multi-session,4.0,41.79573512906846,42.44107744107744,"[0.96526891 0.97064803 0.98091122 0.96585257 0.96106376 0.96896769
 0.97018533 0.95990745 0.9741096  0.98105661 0.9684807  0.97448131]",0.9700777666895952,"[0.36302035 0.51430707 0.70049866 0.36819377 0.29268782 0.35186207
 0.53279023 0.30638828 0.52410641 0.70816585 0.35070751 0.51525605]",0.46066533914251995,"[0.44131732 0.49303398 0.71417685 0.45143426 0.31771705 0.44475577
 0.52826372 0.32598684 0.5364561  0.72654034 0.44216319 0.51078887]",0.4943861912573432,[51.24579125 26.48709315 40.         49.45005612],[52.65993266 29.02356902 37.77777778 50.3030303 ]
13,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,350,single-session,4.0,50.43771043771044,50.67340067340067,"[0.77200419 0.65430262 0.77839956 0.59821607 0.51918893 0.5511493
 0.57334805 0.59359842 0.53812286 0.80043173 0.76270727 0.64694097]",0.6490341649974939,"[0.36928191 0.38079317 0.5600783  0.28857708 0.21794728 0.27830812
 0.35141356 0.26174982 0.34404889 0.58451444 0.37200304 0.3962689 ]",0.3670820426595833,"[0.42947483 0.39142733 0.60099748 0.33687736 0.22761281 0.28680955
 0.36103208 0.26419182 0.34767787 0.60089032 0.38669862 0.38790164]",0.3851326421553438,[61.59371493 28.91133558 45.9708193  65.27497194],[59.07968575 31.49270483 45.1627385  66.95847363]
14,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,400,multi-session,4.0,41.30751964085298,41.80695847362513,"[0.97132935 0.97475954 0.98349219 0.97172444 0.96749703 0.97447076
 0.97467452 0.96682968 0.97775454 0.98361114 0.97424255 0.97783932]",0.9748520888736175,"[0.35153502 0.50161133 0.69354939 0.35764594 0.27663242 0.34045842
 0.52116155 0.29249036 0.51359548 0.70106565 0.33755242 0.50376371]",0.44925514129659944,"[0.4324287  0.48324932 0.70819185 0.44354775 0.30386477 0.43315679
 0.5165744  0.31662717 0.52532666 0.72258926 0.43479777 0.50184773]",0.4851835150187007,[51.31313131 26.03815937 39.3714927  48.50729517],[50.50505051 28.61952862 37.46352413 50.63973064]
15,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,400,single-session,4.0,50.74074074074074,51.40852974186307,"[0.77498891 0.66546612 0.770336   0.60827535 0.52826786 0.55544804
 0.57679434 0.59442332 0.53462784 0.8009173  0.75882733 0.6549452 ]",0.6519431360990823,"[0.35917533 0.37903578 0.54551926 0.28191879 0.21397458 0.27356814
 0.34759737 0.25342639 0.33481743 0.57628594 0.36067136 0.39418512]",0.36001462455282257,"[0.41472577 0.38947625 0.58761408 0.33166628 0.22551901 0.2828771
 0.35361544 0.26169265 0.33921462 0.60198472 0.38170122 0.38929767]",0.3799487341180777,[61.2345679  29.94388328 46.66666667 65.11784512],[59.70819304 31.89674523 45.29741863 68.73176207]
16,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,450,multi-session,4.0,41.33557800224467,41.73961840628507,"[0.97605079 0.97853426 0.98555381 0.9761685  0.97261655 0.97837288
 0.97839357 0.97225095 0.98080214 0.98557893 0.97840568 0.9809627 ]",0.9786408967098467,"[0.35017182 0.48850951 0.68482402 0.35714967 0.26776111 0.33719028
 0.51066591 0.28621929 0.50537462 0.69409413 0.33388715 0.49335967]",0.4424339317118685,"[0.4300849  0.47547231 0.70329937 0.43916543 0.2934995  0.42331964
 0.50778447 0.30653964 0.51746343 0.71723837 0.42814212 0.49464973]",0.4780549099430611,[51.1335578  25.90347924 40.24691358 48.05836139],[51.73961841 28.35016835 36.16161616 50.70707071]
17,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,450,single-session,4.0,50.62850729517397,51.178451178451176,"[0.76857383 0.66600834 0.76159867 0.62204604 0.53919513 0.56279461
 0.57999857 0.58428322 0.53251488 0.80407354 0.74280092 0.65188149]",0.6513141031407447,"[0.34869338 0.37379155 0.52968496 0.27793138 0.21037207 0.266848
 0.34512508 0.24158445 0.32620942 0.56382161 0.34815865 0.38647001]",0.3515575478865745,"[0.4020933  0.38355233 0.5788053  0.32989623 0.22469247 0.28478608
 0.34734729 0.25446104 0.33471619 0.60124945 0.37199798 0.38335904]",0.3747463920532693,[60.67340067 30.95398429 45.70145903 65.18518519],[60.60606061 31.89674523 44.39955107 67.81144781]
18,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,500,multi-session,4.0,40.909090909090914,41.576879910213236,"[0.97914428 0.9809393  0.98701837 0.97905506 0.9761841  0.98115194
 0.98078205 0.9760818  0.98326041 0.98709665 0.98139397 0.98345473]",0.9812968876135963,"[0.34679634 0.47904148 0.67882825 0.35384589 0.26025824 0.33326992
 0.50622644 0.28133217 0.4961468  0.69006282 0.33434365 0.48078247]",0.4367445393017341,"[0.42945469 0.46771233 0.70139382 0.43835064 0.28772729 0.41650188
 0.50019039 0.29971825 0.51042745 0.71864127 0.42361864 0.48619272]",0.4733274472948298,[50.14590348 25.54433221 40.69584736 47.25028058],[52.43546577 28.48484848 34.90460157 50.48260382]
19,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,500,single-session,4.0,50.117845117845114,51.245791245791246,"[0.77085194 0.66386463 0.76211353 0.63476184 0.5514655  0.57614525
 0.58450228 0.58647775 0.5363747  0.80393226 0.73317165 0.64808504]",0.6543121972181186,"[0.34287821 0.36843898 0.52564837 0.27611193 0.20718688 0.26359077
 0.33955484 0.23126586 0.32068419 0.55188895 0.33917862 0.37743116]",0.3453215626814552,"[0.39398492 0.37595846 0.58210114 0.32590231 0.22721123 0.2882705
 0.34078153 0.24785965 0.3318188  0.59879105 0.36471009 0.37444021]",0.370985824354522,[60.17957351 30.70707071 44.64646465 64.9382716 ],[61.25701459 31.47025814 44.75869809 67.49719416]
20,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,550,multi-session,4.0,40.84736251402918,41.0662177328844,"[0.98119347 0.9825115  0.9881495  0.98094164 0.97845552 0.9828535
 0.98242393 0.97858433 0.984747   0.98817562 0.98321587 0.98484773]",0.9830082999083611,"[0.34205957 0.47128845 0.67495228 0.35050379 0.25516688 0.33148177
 0.5006916  0.27640383 0.49068191 0.68833714 0.3321592  0.4721098 ]",0.4321530181948267,"[0.42494138 0.46447203 0.69871306 0.43548372 0.28499637 0.40984284
 0.49449877 0.29556467 0.5034517  0.71417259 0.41752904 0.4793756 ]",0.4685868146269354,[50.3030303  25.38720539 40.51627385 47.18294052],[52.81705948 27.04826038 34.29854097 50.1010101 ]
21,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,550,single-session,4.0,49.876543209876544,51.01010101010102,"[0.7771888  0.65894069 0.76591374 0.63937567 0.55244955 0.5865296
 0.58560723 0.59150292 0.54692648 0.80233522 0.73856699 0.64555685]",0.6575744790623534,"[0.33359163 0.36613773 0.51857324 0.27180834 0.20307857 0.25364317
 0.33572386 0.22667786 0.32108002 0.54064238 0.3256027  0.37423752]",0.33923308410643366,"[0.38580603 0.3683582  0.57630609 0.32010343 0.22410025 0.28786758
 0.33532315 0.24329682 0.33100812 0.58941294 0.35771364 0.37085375]",0.36584583238805163,[59.73063973 31.335578   44.55667789 63.88327722],[60.96520763 32.83950617 43.74859708 66.48709315]
22,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,600,multi-session,4.0,40.15712682379349,40.99887766554433,"[0.98064875 0.98261058 0.98832628 0.98097867 0.97790138 0.9827332
 0.98263806 0.97810249 0.98481865 0.98852705 0.9826673  0.98464484]",0.9828831039140431,"[0.33589993 0.46542269 0.66938812 0.34507216 0.25138874 0.32814719
 0.49230077 0.270061   0.47905025 0.68270344 0.32906267 0.46039566]",0.4257410522226294,"[0.42015491 0.46162625 0.69477252 0.42927445 0.28348173 0.40270457
 0.48794099 0.29163    0.49262826 0.70636266 0.41235831 0.47033261]",0.4627722720184062,[50.70707071 24.60157127 39.30415264 46.01571268],[52.5701459  28.48484848 34.00673401 48.93378227]
23,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,600,single-session,4.0,49.98877665544332,50.99326599326599,"[0.7763903  0.6536014  0.76186216 0.63475123 0.55321506 0.59315469
 0.58591166 0.59605183 0.55548308 0.80075371 0.74201648 0.64348632]",0.658056494053314,"[0.32884198 0.35872092 0.50947146 0.26758022 0.19986393 0.25038194
 0.32765456 0.22266179 0.31664434 0.52606942 0.31695329 0.36203715]",0.33224008343002276,"[0.37952376 0.36110883 0.56845806 0.31006186 0.22111494 0.28663251
 0.32784424 0.23608223 0.32780724 0.57960667 0.35207546 0.36424603]",0.359546819556962,[60.13468013 31.62738496 44.87093154 63.32210999],[61.75084175 33.06397306 43.2996633  65.85858586]
24,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,650,multi-session,4.0,40.47138047138047,40.85858585858586,"[0.98328501 0.9847177  0.98937968 0.98336175 0.98142706 0.98507687
 0.98464708 0.98135292 0.98652087 0.9894497  0.98516103 0.98667327]",0.9850877454062672,"[0.33109213 0.45895046 0.65925496 0.33774514 0.24444667 0.32347966
 0.48331053 0.26397738 0.46806956 0.67164302 0.32778367 0.45041015]",0.4183469451047932,"[0.41311817 0.45710452 0.69421613 0.4204388  0.28163055 0.39570102
 0.47766225 0.28593108 0.48127372 0.70021388 0.40638558 0.46617729]",0.45665441501115234,[50.50505051 24.48933782 39.66329966 47.22783389],[52.05387205 27.07070707 34.79236813 49.51739618]
25,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,650,single-session,4.0,49.34343434343434,50.841750841750844,"[0.7768803  0.64916115 0.76568403 0.64122477 0.55019389 0.60237442
 0.59070264 0.60037665 0.56364448 0.79889511 0.74585739 0.63523634]",0.6600192643106236,"[0.32080805 0.34746294 0.50524451 0.2664665  0.19509168 0.25032867
 0.32322545 0.21866821 0.31535005 0.51740155 0.31200019 0.34946223]",0.32679250182776254,"[0.37087318 0.35468901 0.56842854 0.30381702 0.21666338 0.28452515
 0.3238673  0.23042552 0.32733127 0.57698369 0.34757586 0.35486395]",0.3550036554340351,[59.77553311 30.37037037 44.21997755 63.00785634],[62.08754209 32.32323232 43.88327722 65.07295174]
26,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,700,multi-session,4.0,40.89225589225589,40.37037037037037,"[0.9849865  0.98593441 0.99021858 0.98483498 0.98330503 0.98665268
 0.98575627 0.98326866 0.98771384 0.99014535 0.9867919  0.98787513]",0.9864569440339821,"[0.32640155 0.45462934 0.65736847 0.33262433 0.23778304 0.31719736
 0.47801414 0.26036753 0.46112643 0.66730513 0.31989658 0.44569067]",0.413200380105785,"[0.40103664 0.4519499  0.68541441 0.41110402 0.27897099 0.38790389
 0.46986381 0.28130386 0.47259657 0.69064239 0.39580242 0.45950785]",0.4488413960857698,[51.73961841 24.332211   39.84287318 47.65432099],[50.88664422 27.29517396 33.82716049 49.47250281]
27,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,700,single-session,4.0,49.06846240179574,50.34231200897868,"[0.77710872 0.65188936 0.76323223 0.64433591 0.55155697 0.60780989
 0.60003629 0.6085163  0.57260915 0.7982101  0.74694808 0.63625843]",0.6632092858061966,"[0.31784858 0.34396982 0.49511053 0.26732359 0.19418718 0.2499037
 0.32375254 0.22102259 0.31675575 0.50906299 0.31073309 0.34412628]",0.32448305178620745,"[0.36155994 0.35235577 0.56435463 0.29703511 0.213891   0.27941268
 0.32232119 0.22728662 0.32686854 0.573594   0.33884284 0.35191998]",0.35078685674877214,[58.9674523  30.23569024 44.28731762 62.78338945],[60.85297419 31.94163861 43.61391695 64.96071829]
28,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,750,multi-session,4.0,41.08866442199776,39.898989898989896,"[0.98620058 0.98715889 0.99110748 0.98606465 0.98463763 0.98770874
 0.98708457 0.98464459 0.98882375 0.99108647 0.98786722 0.98893963]",0.9876103501903174,"[0.32279375 0.44816041 0.65321622 0.32841219 0.23262065 0.31350378
 0.46747683 0.25632458 0.45066909 0.65815994 0.31426361 0.43685167]",0.4068710613507557,"[0.39137954 0.44884665 0.67570204 0.40026591 0.2753419  0.3796847
 0.46509034 0.27647614 0.46637363 0.68437878 0.38675098 0.45325538]",0.4419621672082653,[51.91919192 24.10774411 40.58361392 47.74410774],[49.74186308 27.72166105 33.96184063 48.17059484]
29,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,750,single-session,4.0,48.82716049382716,50.347923681257015,"[0.7766116  0.64807158 0.76145968 0.64658963 0.54481358 0.61042873
 0.60591644 0.60734429 0.57886887 0.79798519 0.748868   0.63929783]",0.6638546169121108,"[0.3155156  0.33674668 0.49168454 0.26851199 0.1914821  0.25063987
 0.31846582 0.22243052 0.31561557 0.50409593 0.31087106 0.33872931]",0.32206575032582696,"[0.35533791 0.34886922 0.56223033 0.29245937 0.20943171 0.27763205
 0.3196047  0.22506982 0.32693763 0.56971332 0.33606211 0.35116549]",0.3478761385218342,[59.23681257 30.01122334 44.06285073 61.99775533],[60.38159371 32.14365881 44.04040404 64.82603816]
30,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,800,multi-session,4.0,40.44332210998878,40.08417508417509,"[0.98710404 0.98819144 0.99167655 0.98689183 0.98577931 0.98858531
 0.98803107 0.98583189 0.98977398 0.99159533 0.98876826 0.98988978]",0.9885098991191038,"[0.32206112 0.44500887 0.64634123 0.32630601 0.23103375 0.30925853
 0.46098733 0.25599458 0.4439089  0.64863915 0.3086285  0.4329914 ]",0.40259661291340654,"[0.38380125 0.44576457 0.66959255 0.39080677 0.27058379 0.37506047
 0.46288727 0.27216884 0.46314689 0.68053478 0.38212803 0.45053327]",0.4372507059024734,[50.66217733 23.52413019 39.57351291 48.01346801],[51.35802469 26.73400673 33.37822671 48.8664422 ]
31,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,800,single-session,4.0,48.69809203142537,50.23569023569023,"[0.77873919 0.65015092 0.76499925 0.64995513 0.54569007 0.61619239
 0.61222033 0.61182133 0.58442908 0.79756944 0.7524059  0.64020309]",0.667031343501202,"[0.31187522 0.33035115 0.48772675 0.26739619 0.18892606 0.25123641
 0.31426379 0.22065035 0.3115045  0.49755031 0.30912292 0.33294171]",0.31862877961061464,"[0.35115042 0.34773316 0.55987938 0.28903518 0.2085679  0.27823172
 0.31927128 0.22612196 0.32634453 0.56614564 0.33401432 0.34832575]",0.34623510359694193,[58.24915825 29.96632997 44.37710438 62.19977553],[60.04489338 32.43546577 44.71380471 63.74859708]
32,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,850,multi-session,4.0,40.505050505050505,40.03928170594837,"[0.9880955  0.98891981 0.9923046  0.98779027 0.98669607 0.98941301
 0.98873856 0.9867858  0.99045132 0.99220044 0.98962987 0.9905808 ]",0.9893005028536159,"[0.3208543  0.4431762  0.63947837 0.32549783 0.22970572 0.30707721
 0.4569652  0.25531886 0.43945166 0.64146121 0.3052097  0.42928038]",0.3994563867420712,"[0.3760402  0.44130981 0.66202822 0.38353706 0.26618527 0.37116292
 0.45799105 0.26768579 0.4588204  0.67358133 0.37595765 0.44781976]",0.4318432877948294,[50.48260382 24.01795735 39.14702581 48.37261504],[50.84175084 26.8013468  33.55780022 48.95622896]
33,7200,time_delta,0.1,cuda,0.003,cosine,offset10-model,8,32,5000,50,False,1,10,False,0.8,100,0.1,single-session,850,single-session,4.0,48.42873176206509,49.612794612794616,"[0.78009928 0.65065176 0.76105621 0.65322898 0.54538735 0.614421
 0.61521651 0.61484694 0.58671113 0.79325025 0.74965691 0.64287305]",0.6672832811056306,"[0.30891157 0.32244191 0.47963238 0.26636372 0.18628282 0.24946797
 0.3095364  0.22060378 0.30908359 0.48990766 0.30895497 0.32895964]",0.31501220009257935,"[0.34574817 0.34387534 0.5547858  0.28479811 0.20464359 0.27369413
 0.31781726 0.22343657 0.32491494 0.5622478  0.32888382 0.3468538 ]",0.34264161113304326,[57.7328844  29.58473625 43.99551066 62.40179574],[59.7979798  31.78451178 43.03030303 63.83838384]
